time,pid,L2
2017-05-02T14:08:57.465-04:00,SA0297,0.12351522129092761
2017-05-02T14:08:57.511-04:00,SA0297,0.15880186217884082
2017-05-02T14:08:57.556-04:00,SA0297,0.1521608014405231
2017-05-02T14:08:57.606-04:00,SA0297,0.07499160056651406
2017-05-02T14:08:57.651-04:00,SA0297,0.04851772713789689
2017-05-02T14:08:57.696-04:00,SA0297,0.017483993392609556
2017-05-02T14:08:57.741-04:00,SA0297,0.02896998496464792
2017-05-02T14:08:57.785-04:00,SA0297,0.03952657234739016
2017-05-02T14:08:57.831-04:00,SA0297,0.06769032458627941
2017-05-02T14:08:57.877-04:00,SA0297,0.10249736780594036
2017-05-02T14:08:57.921-04:00,SA0297,0.11229950933048817
2017-05-02T14:08:57.967-04:00,SA0297,0.10905338036349618
2017-05-02T14:08:58.012-04:00,SA0297,0.10709981206579744
2017-05-02T14:08:58.057-04:00,SA0297,0.06457499366792
2017-05-02T14:08:58.102-04:00,SA0297,0.04692579207044011
2017-05-02T14:08:58.148-04:00,SA0297,0.33266146498997035
2017-05-02T14:08:58.192-04:00,SA0297,0.22441788946565697
2017-05-02T14:08:58.237-04:00,SA0297,0.03490071655074286
2017-05-02T14:08:58.281-04:00,SA0297,0.062128496147338445
2017-05-02T14:08:58.327-04:00,SA0297,0.048029469827934164
2017-05-02T14:08:58.372-04:00,SA0297,0.20049977127877897
2017-05-02T14:08:58.417-04:00,SA0297,0.23559172347683185
2017-05-02T14:08:58.462-04:00,SA0297,0.21745467945834313
2017-05-02T14:08:58.507-04:00,SA0297,0.23160077385594
2017-05-02T14:08:58.552-04:00,SA0297,0.24042125236854547
2017-05-02T14:08:58.601-04:00,SA0297,0.2811580432578682
2017-05-02T14:08:58.647-04:00,SA0297,0.19116330875156934
2017-05-02T14:08:58.692-04:00,SA0297,0.1283374038184329
2017-05-02T14:08:58.737-04:00,SA0297,0.12245758072568835
2017-05-02T14:08:58.782-04:00,SA0297,0.19074718540199959
2017-05-02T14:08:58.831-04:00,SA0297,0.2273652963963466
2017-05-02T14:08:58.872-04:00,SA0297,0.6134519599610951
2017-05-02T14:08:58.917-04:00,SA0297,0.3014687667421829
2017-05-02T14:08:58.961-04:00,SA0297,0.3415318737562454
2017-05-02T14:08:59.007-04:00,SA0297,0.22063571913740523
2017-05-02T14:08:59.052-04:00,SA0297,0.1774894067896061
2017-05-02T14:08:59.097-04:00,SA0297,0.1878946772611177
2017-05-02T14:08:59.142-04:00,SA0297,0.17511604069939846
2017-05-02T14:08:59.187-04:00,SA0297,0.23221647415259478
2017-05-02T14:08:59.232-04:00,SA0297,0.240522310019615
2017-05-02T14:08:59.277-04:00,SA0297,0.2477902896055259
2017-05-02T14:08:59.321-04:00,SA0297,0.23591653519791725
2017-05-02T14:08:59.367-04:00,SA0297,0.19713766349992878
2017-05-02T14:08:59.412-04:00,SA0297,0.15510193523835075
2017-05-02T14:08:59.457-04:00,SA0297,0.18713011290478937
2017-05-02T14:08:59.502-04:00,SA0297,0.1316851201879989
2017-05-02T14:08:59.547-04:00,SA0297,0.04819398200791563
2017-05-02T14:08:59.592-04:00,SA0297,0.08081769811499212
2017-05-02T14:08:59.641-04:00,SA0297,0.1366598732983467
2017-05-02T14:08:59.687-04:00,SA0297,0.1057212868019878
2017-05-02T14:08:59.732-04:00,SA0297,0.06358411762618356
2017-05-02T14:08:59.777-04:00,SA0297,0.07034692560880582
2017-05-02T14:08:59.822-04:00,SA0297,0.033484623528455826
2017-05-02T14:08:59.867-04:00,SA0297,0.014466858900103836
2017-05-02T14:08:59.912-04:00,SA0297,0.026882336543571153
2017-05-02T14:08:59.957-04:00,SA0297,0.03628015989712103
2017-05-02T14:09:00.001-04:00,SA0297,0.04657252595540371
2017-05-02T14:09:00.047-04:00,SA0297,0.06142580962207637
2017-05-02T14:09:00.092-04:00,SA0297,0.06469088067936705
2017-05-02T14:09:00.137-04:00,SA0297,0.06353314063994428
2017-05-02T14:09:00.182-04:00,SA0297,0.07365636389549773
2017-05-02T14:09:00.227-04:00,SA0297,0.13264286705264003
2017-05-02T14:09:00.272-04:00,SA0297,0.11921698641384043
2017-05-02T14:09:00.317-04:00,SA0297,0.06639058718346506
2017-05-02T14:09:00.367-04:00,SA0297,0.06461934628363945
2017-05-02T14:09:00.407-04:00,SA0297,0.07592272268841481
2017-05-02T14:09:00.452-04:00,SA0297,0.7654752555958001
2017-05-02T14:09:00.497-04:00,SA0297,0.05304356529316938
2017-05-02T14:09:00.542-04:00,SA0297,0.10523450303210097
2017-05-02T14:09:00.587-04:00,SA0297,0.04993806015567362
2017-05-02T14:09:00.637-04:00,SA0297,0.13945641042035464
2017-05-02T14:09:00.683-04:00,SA0297,0.19887679721028315
2017-05-02T14:09:00.728-04:00,SA0297,0.17227002586861362
2017-05-02T14:09:00.772-04:00,SA0297,0.054822259162313466
2017-05-02T14:09:00.817-04:00,SA0297,0.11381401641714267
2017-05-02T14:09:00.862-04:00,SA0297,0.07660424233378879
2017-05-02T14:09:00.907-04:00,SA0297,0.12357778974009143
2017-05-02T14:09:00.953-04:00,SA0297,0.03816634662724755
2017-05-02T14:09:00.998-04:00,SA0297,0.032929317376427625
2017-05-02T14:09:01.041-04:00,SA0297,0.02744940780362285
2017-05-02T14:09:01.088-04:00,SA0297,0.035635235138028604
2017-05-02T14:09:01.134-04:00,SA0297,0.02246909036355676
2017-05-02T14:09:01.177-04:00,SA0297,0.029079889636746112
2017-05-02T14:09:01.223-04:00,SA0297,0.04952393481185265
2017-05-02T14:09:01.268-04:00,SA0297,0.06565927170938758
2017-05-02T14:09:01.313-04:00,SA0297,0.06783664241269435
2017-05-02T14:09:01.358-04:00,SA0297,0.0546809848516709
2017-05-02T14:09:01.403-04:00,SA0297,0.06097843933312319
2017-05-02T14:09:01.448-04:00,SA0297,0.03502584794156225
2017-05-02T14:09:01.493-04:00,SA0297,0.06585962411030623
2017-05-02T14:09:01.537-04:00,SA0297,0.05358413983270598
2017-05-02T14:09:01.583-04:00,SA0297,0.07350380776621282
2017-05-02T14:09:01.633-04:00,SA0297,0.027233802740149325
2017-05-02T14:09:01.678-04:00,SA0297,0.031337039813723454
2017-05-02T14:09:01.723-04:00,SA0297,0.03005162148910052
2017-05-02T14:09:01.768-04:00,SA0297,0.023505318933002464
2017-05-02T14:09:01.817-04:00,SA0297,0.020611162155400497
2017-05-02T14:09:01.857-04:00,SA0297,0.013834377858875169
2017-05-02T14:09:01.903-04:00,SA0297,0.03003081828389093
2017-05-02T14:09:01.948-04:00,SA0297,0.01029320193824612
2017-05-02T14:09:01.993-04:00,SA0297,0.018076504928640807
2017-05-02T14:09:02.038-04:00,SA0297,0.0298068779154729
2017-05-02T14:09:02.083-04:00,SA0297,0.007029224566039782
2017-05-02T14:09:02.128-04:00,SA0297,0.04363003671005881
2017-05-02T14:09:02.173-04:00,SA0297,0.020916500186926524
2017-05-02T14:09:02.217-04:00,SA0297,0.034842644794027475
2017-05-02T14:09:02.263-04:00,SA0297,0.028606991856381707
2017-05-02T14:09:02.308-04:00,SA0297,0.02841918395246898
2017-05-02T14:09:02.353-04:00,SA0297,0.03791701312843047
2017-05-02T14:09:02.398-04:00,SA0297,0.017858610806101776
2017-05-02T14:09:02.443-04:00,SA0297,0.013140014959734209
2017-05-02T14:09:02.488-04:00,SA0297,0.01453409807940077
2017-05-02T14:09:02.533-04:00,SA0297,0.00714842628543266
2017-05-02T14:09:02.577-04:00,SA0297,0.026152819605094167
2017-05-02T14:09:02.628-04:00,SA0297,0.017310690842750425
2017-05-02T14:09:02.673-04:00,SA0297,0.009868637307225293
2017-05-02T14:09:02.718-04:00,SA0297,0.02980822095888561
2017-05-02T14:09:02.763-04:00,SA0297,0.05219204983113653
2017-05-02T14:09:02.808-04:00,SA0297,0.030024823506604424
2017-05-02T14:09:02.853-04:00,SA0297,0.006476109816053513
2017-05-02T14:09:02.897-04:00,SA0297,0.009217374607756915
2017-05-02T14:09:02.943-04:00,SA0297,0.025063121113060922
2017-05-02T14:09:02.988-04:00,SA0297,0.03709272094152598
2017-05-02T14:09:03.033-04:00,SA0297,0.04906821811906687
2017-05-02T14:09:03.080-04:00,SA0297,0.006944062204557091
2017-05-02T14:09:03.123-04:00,SA0297,0.018302185448855788
2017-05-02T14:09:03.168-04:00,SA0297,0.017908098298128595
2017-05-02T14:09:03.213-04:00,SA0297,0.03487133517050028
2017-05-02T14:09:03.257-04:00,SA0297,0.030970631007719015
2017-05-02T14:09:03.304-04:00,SA0297,0.018912430257331435
2017-05-02T14:09:03.353-04:00,SA0297,0.012394353149971204
2017-05-02T14:09:03.393-04:00,SA0297,0.009487886980494168
2017-05-02T14:09:03.438-04:00,SA0297,0.01630889274992591
2017-05-02T14:09:03.483-04:00,SA0297,0.00660378676146411
2017-05-02T14:09:03.529-04:00,SA0297,0.007996249178734793
2017-05-02T14:09:03.573-04:00,SA0297,0.016635504103851104
2017-05-02T14:09:03.623-04:00,SA0297,0.04417533160904479
2017-05-02T14:09:03.668-04:00,SA0297,0.015385057955883932
2017-05-02T14:09:03.713-04:00,SA0297,0.041804665874646006
2017-05-02T14:09:03.758-04:00,SA0297,0.08996132211086917
2017-05-02T14:09:03.804-04:00,SA0297,0.02671422900783727
2017-05-02T14:09:03.849-04:00,SA0297,0.03326589786715457
2017-05-02T14:09:03.893-04:00,SA0297,0.019737527449018313
2017-05-02T14:09:03.939-04:00,SA0297,0.027295787550356474
2017-05-02T14:09:03.984-04:00,SA0297,0.02803230327632517
2017-05-02T14:09:04.028-04:00,SA0297,0.014490341680918421
2017-05-02T14:09:04.073-04:00,SA0297,0.013293983317501397
2017-05-02T14:09:04.121-04:00,SA0297,0.011543829160247474
2017-05-02T14:09:04.163-04:00,SA0297,0.019918332975872484
2017-05-02T14:09:04.209-04:00,SA0297,0.019119361990115658
2017-05-02T14:09:04.254-04:00,SA0297,0.019032078172241368
2017-05-02T14:09:04.299-04:00,SA0297,0.03074833420533028
