time,pid,L2
2017-05-02T14:05:50.528-04:00,SA0297,0.0038026307785684146
2017-05-02T14:05:50.573-04:00,SA0297,0.0028861740195569308
2017-05-02T14:05:50.617-04:00,SA0297,0.004124318215505248
2017-05-02T14:05:50.664-04:00,SA0297,0.005032891796317727
2017-05-02T14:05:50.708-04:00,SA0297,0.005135172957743272
2017-05-02T14:05:50.753-04:00,SA0297,0.0040261643371537394
2017-05-02T14:05:50.798-04:00,SA0297,0.002782085509227729
2017-05-02T14:05:50.843-04:00,SA0297,0.004643274811084132
2017-05-02T14:05:50.888-04:00,SA0297,0.003108054141981332
2017-05-02T14:05:50.933-04:00,SA0297,0.003891015231146179
2017-05-02T14:05:50.977-04:00,SA0297,0.00318747552827833
2017-05-02T14:05:51.023-04:00,SA0297,0.0034190641762861665
2017-05-02T14:05:51.068-04:00,SA0297,0.006043178100966628
2017-05-02T14:05:51.113-04:00,SA0297,0.004662617303731168
2017-05-02T14:05:51.158-04:00,SA0297,0.0035000000015965533
2017-05-02T14:05:51.203-04:00,SA0297,0.005632938656115089
2017-05-02T14:05:51.248-04:00,SA0297,0.0043577517298733414
2017-05-02T14:05:51.294-04:00,SA0297,0.0036728735900336032
2017-05-02T14:05:51.337-04:00,SA0297,0.0059270568365296485
2017-05-02T14:05:51.383-04:00,SA0297,0.0038091993227982045
2017-05-02T14:05:51.433-04:00,SA0297,0.00287228140497873
2017-05-02T14:05:51.478-04:00,SA0297,0.004779121285390474
2017-05-02T14:05:51.523-04:00,SA0297,0.004758150819070211
2017-05-02T14:05:51.568-04:00,SA0297,0.004397726536972001
2017-05-02T14:05:51.613-04:00,SA0297,0.0030282008103613392
2017-05-02T14:05:51.657-04:00,SA0297,0.004958830654782412
2017-05-02T14:05:51.703-04:00,SA0297,0.0044833024503885145
2017-05-02T14:05:51.748-04:00,SA0297,0.004958830603134408
2017-05-02T14:05:51.793-04:00,SA0297,0.004468780781808292
2017-05-02T14:05:51.838-04:00,SA0297,0.004409081512758605
2017-05-02T14:05:51.883-04:00,SA0297,0.0027202941710409542
2017-05-02T14:05:51.929-04:00,SA0297,0.00450555210413458
2017-05-02T14:05:51.973-04:00,SA0297,0.003293933821114413
2017-05-02T14:05:52.019-04:00,SA0297,0.003865229634447839
2017-05-02T14:05:52.063-04:00,SA0297,0.0013076696644942535
2017-05-02T14:05:52.109-04:00,SA0297,0.0026248809579358908
2017-05-02T14:05:52.153-04:00,SA0297,0.0037960505385256304
2017-05-02T14:05:52.200-04:00,SA0297,0.003214031832513464
2017-05-02T14:05:52.243-04:00,SA0297,0.004539823775096923
2017-05-02T14:05:52.289-04:00,SA0297,0.0030282008009906813
2017-05-02T14:05:52.334-04:00,SA0297,0.004721228639326834
2017-05-02T14:05:52.379-04:00,SA0297,0.003367491666305435
2017-05-02T14:05:52.429-04:00,SA0297,0.0051234754718226016
2017-05-02T14:05:52.473-04:00,SA0297,0.005515432908269885
2017-05-02T14:05:52.519-04:00,SA0297,0.006060528155346187
