time,pid,L2
2017-05-02T14:30:30.558-04:00,PC6771,0.2510552404921185
2017-05-02T14:30:30.583-04:00,PC6771,0.14212041032748918
2017-05-02T14:30:30.608-04:00,PC6771,0.1315318243684583
2017-05-02T14:30:30.633-04:00,PC6771,0.24105519512882054
2017-05-02T14:30:30.657-04:00,PC6771,0.2864691472866627
2017-05-02T14:30:30.684-04:00,PC6771,0.2821191883268324
2017-05-02T14:30:30.708-04:00,PC6771,0.26254501713616724
2017-05-02T14:30:30.733-04:00,PC6771,0.1828199106762074
2017-05-02T14:30:30.758-04:00,PC6771,0.12276852434754959
2017-05-02T14:30:30.783-04:00,PC6771,0.247026372784674
2017-05-02T14:30:30.808-04:00,PC6771,0.35351521683009407
2017-05-02T14:30:30.833-04:00,PC6771,0.4264876419181106
2017-05-02T14:30:30.857-04:00,PC6771,0.4276989849430392
2017-05-02T14:30:30.883-04:00,PC6771,0.3587777068647847
2017-05-02T14:30:30.908-04:00,PC6771,0.300382200700323
2017-05-02T14:30:30.933-04:00,PC6771,0.2628365681565926
2017-05-02T14:30:30.964-04:00,PC6771,0.2759689106468897
2017-05-02T14:30:30.983-04:00,PC6771,0.2900017088703983
2017-05-02T14:30:31.008-04:00,PC6771,0.29421701890651936
2017-05-02T14:30:31.033-04:00,PC6771,0.270870984828476
2017-05-02T14:30:31.057-04:00,PC6771,0.21308509991095215
2017-05-02T14:30:31.083-04:00,PC6771,0.14289059115107136
2017-05-02T14:30:31.108-04:00,PC6771,0.09160376970767464
2017-05-02T14:30:31.134-04:00,PC6771,0.047504736372237455
2017-05-02T14:30:31.158-04:00,PC6771,0.04449584225122805
2017-05-02T14:30:31.183-04:00,PC6771,0.05835957636080198
2017-05-02T14:30:31.208-04:00,PC6771,0.06866163347547509
2017-05-02T14:30:31.233-04:00,PC6771,0.081940285950894
2017-05-02T14:30:31.257-04:00,PC6771,0.0916342758465679
2017-05-02T14:30:31.283-04:00,PC6771,0.09975184108193724
2017-05-02T14:30:31.308-04:00,PC6771,0.09819577541842832
2017-05-02T14:30:31.333-04:00,PC6771,0.08505780282660216
2017-05-02T14:30:31.358-04:00,PC6771,0.07437344807237435
2017-05-02T14:30:31.383-04:00,PC6771,0.05554718735987189
2017-05-02T14:30:31.408-04:00,PC6771,0.043732023982621875
2017-05-02T14:30:31.433-04:00,PC6771,0.03411172778776169
2017-05-02T14:30:31.457-04:00,PC6771,0.01856986810200615
2017-05-02T14:30:31.483-04:00,PC6771,0.018803722240433723
2017-05-02T14:30:31.508-04:00,PC6771,0.034989284035725744
2017-05-02T14:30:31.533-04:00,PC6771,0.04950817939765621
2017-05-02T14:30:31.561-04:00,PC6771,0.06135902500644476
2017-05-02T14:30:31.583-04:00,PC6771,0.06130815507039336
2017-05-02T14:30:31.608-04:00,PC6771,0.05034471232658619
2017-05-02T14:30:31.633-04:00,PC6771,0.055632185770106375
2017-05-02T14:30:31.657-04:00,PC6771,0.05274447716487
2017-05-02T14:30:31.681-04:00,PC6771,0.05213923691241378
2017-05-02T14:30:31.708-04:00,PC6771,0.070871501891336
2017-05-02T14:30:31.732-04:00,PC6771,0.08888627423311456
2017-05-02T14:30:31.758-04:00,PC6771,0.12336490845230809
2017-05-02T14:30:31.782-04:00,PC6771,0.1438341472476281
2017-05-02T14:30:31.808-04:00,PC6771,0.15073423978737596
2017-05-02T14:30:31.832-04:00,PC6771,0.14496030203051868
2017-05-02T14:30:31.857-04:00,PC6771,0.12373297649450188
2017-05-02T14:30:31.881-04:00,PC6771,0.09790081767012541
2017-05-02T14:30:31.908-04:00,PC6771,0.07833473200024839
2017-05-02T14:30:31.932-04:00,PC6771,0.06266378610826087
2017-05-02T14:30:31.957-04:00,PC6771,0.06263688972536405
2017-05-02T14:30:31.987-04:00,PC6771,0.07010627580549383
2017-05-02T14:30:32.007-04:00,PC6771,0.06420381607486313
2017-05-02T14:30:32.032-04:00,PC6771,0.056900702028367486
2017-05-02T14:30:32.057-04:00,PC6771,0.041621869961815404
2017-05-02T14:30:32.081-04:00,PC6771,0.03525251722164845
2017-05-02T14:30:32.107-04:00,PC6771,0.0788197949253028
2017-05-02T14:30:32.132-04:00,PC6771,0.11529657061573247
2017-05-02T14:30:32.158-04:00,PC6771,0.14909999935539842
2017-05-02T14:30:32.182-04:00,PC6771,0.07012367673155775
2017-05-02T14:30:32.207-04:00,PC6771,0.10447459414829013
2017-05-02T14:30:32.232-04:00,PC6771,0.30870092935065047
2017-05-02T14:30:32.257-04:00,PC6771,0.14897411876748684
2017-05-02T14:30:32.281-04:00,PC6771,0.14645988582720457
2017-05-02T14:30:32.307-04:00,PC6771,0.15594598791198244
2017-05-02T14:30:32.332-04:00,PC6771,0.1087494823801942
2017-05-02T14:30:32.357-04:00,PC6771,0.08658256107819971
2017-05-02T14:30:32.382-04:00,PC6771,0.07388274697040996
2017-05-02T14:30:32.407-04:00,PC6771,0.03625396502358213
