time,pid,x,y,z
2017-05-02 14:05:50.528,SA0297,0.001,-0.0011,-0.0035
2017-05-02 14:05:50.573,SA0297,0.001,0.0002,-0.0027
2017-05-02 14:05:50.617,SA0297,-0.0024,0.0015,-0.003
2017-05-02 14:05:50.664,SA0297,-0.0034,-0.0009,-0.0036
2017-05-02 14:05:50.708,SA0297,0.002,0.0011,-0.0046
2017-05-02 14:05:50.753,SA0297,0.001,0.0,-0.0039
2017-05-02 14:05:50.798,SA0297,-0.001,-0.0007,-0.0025
2017-05-02 14:05:50.843,SA0297,0.0002,0.0006,-0.0046
2017-05-02 14:05:50.888,SA0297,0.0002,0.0001,-0.0031
2017-05-02 14:05:50.933,SA0297,-0.0007,0.0013,-0.0036
2017-05-02 14:05:50.977,SA0297,0.0004,0.001,-0.003
2017-05-02 14:05:51.023,SA0297,0.0004,-0.0008,-0.0033
2017-05-02 14:05:51.068,SA0297,0.0048,0.0018,-0.0032
2017-05-02 14:05:51.113,SA0297,0.0003,-0.0022,-0.0041
2017-05-02 14:05:51.158,SA0297,-0.001,-0.0006,-0.0033
2017-05-02 14:05:51.203,SA0297,0.0025,0.0028,-0.0042
2017-05-02 14:05:51.248,SA0297,-0.0019,-0.0013,-0.0037
2017-05-02 14:05:51.294,SA0297,-0.0012,0.0007,-0.0034
2017-05-02 14:05:51.337,SA0297,0.004,0.0008,-0.0043
2017-05-02 14:05:51.383,SA0297,0.0013,-0.0021,-0.0029
2017-05-02 14:05:51.433,SA0297,-0.0008,-0.0019,-0.002
2017-05-02 14:05:51.478,SA0297,0.0022,0.003,-0.003
2017-05-02 14:05:51.523,SA0297,0.001,-0.002,-0.0042
2017-05-02 14:05:51.568,SA0297,-0.0007,-0.0011,-0.0042
2017-05-02 14:05:51.613,SA0297,-0.0004,-0.0001,-0.003
2017-05-02 14:05:51.657,SA0297,0.0009,-0.0023,-0.0043
2017-05-02 14:05:51.703,SA0297,0.0023,-0.0016,-0.0035
2017-05-02 14:05:51.748,SA0297,-0.0013,0.0021,-0.0043
2017-05-02 14:05:51.793,SA0297,-0.0019,-0.0006,-0.004
2017-05-02 14:05:51.838,SA0297,-0.0002,-0.0002,-0.0044
2017-05-02 14:05:51.883,SA0297,0.0014,0.0012,-0.002
2017-05-02 14:05:51.929,SA0297,-0.0006,-0.0025,-0.0037
2017-05-02 14:05:51.973,SA0297,0.0012,0.001,-0.0029
2017-05-02 14:05:52.019,SA0297,0.001,0.0005,-0.0037
2017-05-02 14:05:52.063,SA0297,0.0007,-0.0001,-0.0011
2017-05-02 14:05:52.109,SA0297,0.0003,0.0002,-0.0026
2017-05-02 14:05:52.153,SA0297,0.0012,-0.0001,-0.0036
2017-05-02 14:05:52.200,SA0297,0.0006,-0.0006,-0.0031
2017-05-02 14:05:52.243,SA0297,-0.001,0.0005,-0.0044
2017-05-02 14:05:52.289,SA0297,0.0018,0.0008,-0.0023
2017-05-02 14:05:52.334,SA0297,-0.0002,0.0017,-0.0044
2017-05-02 14:05:52.379,SA0297,-0.0017,-0.0013,-0.0026
2017-05-02 14:05:52.429,SA0297,-0.0005,0.0022,-0.0046
2017-05-02 14:05:52.473,SA0297,-0.0013,-0.0013,-0.0052
2017-05-02 14:05:52.519,SA0297,-0.0009,-0.0026,-0.0054
2017-05-02 14:05:52.564,SA0297,0.0024,-0.0008,-0.0027
2017-05-02 14:05:52.609,SA0297,-0.0016,0.0013,-0.0034
2017-05-02 14:05:52.654,SA0297,0.0014,-0.0006,-0.0038
2017-05-02 14:05:52.697,SA0297,0.0012,0.0006,-0.0049
2017-05-02 14:05:52.743,SA0297,-0.0015,-0.0002,-0.0022
2017-05-02 14:05:52.789,SA0297,0.0003,-0.0011,-0.0022
2017-05-02 14:05:52.833,SA0297,0.0012,0.0006,-0.0022
2017-05-02 14:05:52.879,SA0297,-0.0007,-0.0004,-0.0038
2017-05-02 14:05:52.924,SA0297,-0.0022,-0.0006,-0.0048
2017-05-02 14:05:52.969,SA0297,0.0003,0.0004,-0.0036
2017-05-02 14:05:53.014,SA0297,0.0011,0.0021,-0.0031
2017-05-02 14:05:53.059,SA0297,-0.0,-0.003,-0.0023
2017-05-02 14:05:53.104,SA0297,0.0009,0.0006,-0.0019
2017-05-02 14:05:53.149,SA0297,-0.0008,0.0002,-0.0038
2017-05-02 14:05:53.193,SA0297,-0.0012,-0.0028,-0.0034
2017-05-02 14:05:53.239,SA0297,0.0006,0.0018,-0.0028
2017-05-02 14:05:53.284,SA0297,0.0027,0.0043,-0.0016
2017-05-02 14:05:53.329,SA0297,0.0002,-0.0064,-0.0015
2017-05-02 14:05:53.374,SA0297,0.0021,-0.0004,-0.003
2017-05-02 14:05:53.424,SA0297,0.0043,0.0014,-0.0042
2017-05-02 14:05:53.469,SA0297,-0.0023,-0.0031,-0.0031
2017-05-02 14:05:53.513,SA0297,-0.0017,0.0032,-0.0035
2017-05-02 14:05:53.559,SA0297,0.0013,0.0024,-0.0025
2017-05-02 14:05:53.604,SA0297,-0.0001,-0.005,-0.0037
