time,pid,x,y,z
2017-05-02 14:08:34.767,SA0297,-0.0233,0.0739,-0.0065
2017-05-02 14:08:34.809,SA0297,-0.013,-0.0043,0.0213
2017-05-02 14:08:34.854,SA0297,0.0445,-0.0063,0.0666
2017-05-02 14:08:34.899,SA0297,-0.0619,-0.1249,0.0094
2017-05-02 14:08:34.944,SA0297,-0.0557,-0.2124,0.0455
2017-05-02 14:08:34.989,SA0297,-0.0626,-0.1725,0.1438
2017-05-02 14:08:35.033,SA0297,-0.0417,-0.0806,0.1596
2017-05-02 14:08:35.079,SA0297,0.0107,0.1353,-0.1844
2017-05-02 14:08:35.124,SA0297,-0.0114,0.1556,-0.2156
2017-05-02 14:08:35.169,SA0297,0.0421,0.1364,-0.1028
2017-05-02 14:08:35.214,SA0297,0.0652,0.0965,-0.0563
2017-05-02 14:08:35.259,SA0297,0.0862,0.0696,-0.0237
2017-05-02 14:08:35.304,SA0297,0.1085,0.0246,-0.0141
2017-05-02 14:08:35.349,SA0297,0.0447,-0.0252,-0.0056
2017-05-02 14:08:35.393,SA0297,-0.1116,-0.0917,0.136
2017-05-02 14:08:35.439,SA0297,-0.1496,-0.0328,0.149
2017-05-02 14:08:35.484,SA0297,-0.1074,0.0485,0.1222
2017-05-02 14:08:35.529,SA0297,-0.0109,-0.0091,-0.0204
2017-05-02 14:08:35.579,SA0297,-0.0161,-0.08,-0.1563
2017-05-02 14:08:35.624,SA0297,0.0457,-0.0519,-0.0408
2017-05-02 14:08:35.669,SA0297,-0.0487,-0.0074,-0.0835
2017-05-02 14:08:35.713,SA0297,-0.0007,0.0516,-0.0165
2017-05-02 14:08:35.759,SA0297,0.0898,0.0436,0.0278
2017-05-02 14:08:35.804,SA0297,0.0116,-0.0222,-0.0831
2017-05-02 14:08:35.849,SA0297,0.0248,0.0191,-0.0819999999999999
2017-05-02 14:08:35.894,SA0297,0.0429,0.0403,-0.0046
2017-05-02 14:08:35.939,SA0297,0.0128,0.034,0.0157
2017-05-02 14:08:35.984,SA0297,-0.013,0.0356,-0.0151
2017-05-02 14:08:36.029,SA0297,-0.0559,-0.0207,0.0056
2017-05-02 14:08:36.073,SA0297,-0.0747,-0.0947,0.0498
2017-05-02 14:08:36.120,SA0297,-0.0727,-0.0766,0.117
2017-05-02 14:08:36.164,SA0297,-0.1543,0.0082,0.0234
2017-05-02 14:08:36.209,SA0297,-0.1621,0.0112,0.0468
2017-05-02 14:08:36.254,SA0297,-0.106,-0.0379,0.1315
2017-05-02 14:08:36.303,SA0297,-0.0307,-0.0527,0.1419
2017-05-02 14:08:36.344,SA0297,-0.0519,-0.0134,0.0266
2017-05-02 14:08:36.390,SA0297,-0.0405,0.1758,-0.1942
2017-05-02 14:08:36.435,SA0297,0.0666,0.1396,-0.1048
2017-05-02 14:08:36.479,SA0297,0.2383,0.1901,0.014
2017-05-02 14:08:36.524,SA0297,0.1625,0.1104,-0.0513
2017-05-02 14:08:36.569,SA0297,0.0885,0.0588,-0.2198
2017-05-02 14:08:36.619,SA0297,0.1533,0.0637,-0.1472
2017-05-02 14:08:36.664,SA0297,0.0697,0.0187,-0.0823
2017-05-02 14:08:36.710,SA0297,-0.0333,0.0191,-0.0722
2017-05-02 14:08:36.753,SA0297,-0.0158,0.0321,-0.0261
2017-05-02 14:08:36.799,SA0297,0.0679,-0.0031,0.0789
2017-05-02 14:08:36.844,SA0297,0.1231,0.0829,0.1411
2017-05-02 14:08:36.889,SA0297,0.0474,0.0424,0.0844
2017-05-02 14:08:36.935,SA0297,-0.0935,-0.1399,-0.1923
2017-05-02 14:08:36.979,SA0297,0.0675,-0.2348,-0.1171
2017-05-02 14:08:37.024,SA0297,0.0854,-0.1764,-0.1164
2017-05-02 14:08:37.071,SA0297,-0.0507,-0.2004,-0.028
2017-05-02 14:08:37.113,SA0297,-0.0141,-0.189,0.0394
2017-05-02 14:08:37.159,SA0297,-0.0208,-0.221,0.1053
2017-05-02 14:08:37.205,SA0297,-0.0021,-0.2038,0.1479
2017-05-02 14:08:37.249,SA0297,-0.071,-0.1559,0.1092
2017-05-02 14:08:37.295,SA0297,-0.0803,-0.117,0.0604
2017-05-02 14:08:37.340,SA0297,-0.0647,-0.0198,0.0406
2017-05-02 14:08:37.385,SA0297,-0.1314,0.0316,-0.0488
2017-05-02 14:08:37.430,SA0297,-0.0101,0.0962,0.0964
2017-05-02 14:08:37.475,SA0297,0.0034,0.1277,0.1015
2017-05-02 14:08:37.520,SA0297,-0.0929,-0.1357,-0.046
2017-05-02 14:08:37.565,SA0297,-0.0183,-0.1127,0.0202
2017-05-02 14:08:37.615,SA0297,-0.0648,0.1386,-0.0352
2017-05-02 14:08:37.660,SA0297,0.1744,0.0513,0.2866
2017-05-02 14:08:37.705,SA0297,0.0056,-0.0954,0.0689
2017-05-02 14:08:37.753,SA0297,-0.0486,-0.3247,-0.1785
2017-05-02 14:08:37.795,SA0297,0.1367,-0.2025,-0.0478
2017-05-02 14:08:37.840,SA0297,0.118,-0.1745,0.0687
2017-05-02 14:08:37.885,SA0297,0.0477,-0.1057,-0.0527
2017-05-02 14:08:37.929,SA0297,0.1006,-0.0302,-0.1311
2017-05-02 14:08:37.975,SA0297,0.0624,-0.0872,-0.0435
2017-05-02 14:08:38.020,SA0297,0.0347,-0.0703,-0.0613
2017-05-02 14:08:38.065,SA0297,-0.0949,-0.0422,-0.0254
2017-05-02 14:08:38.110,SA0297,-0.0465,0.0061,0.0887
2017-05-02 14:08:38.155,SA0297,-0.0574,0.0431,0.019
2017-05-02 14:08:38.200,SA0297,-0.2343,0.0107,0.0238
2017-05-02 14:08:38.245,SA0297,-0.179,-0.0688,0.1108
2017-05-02 14:08:38.289,SA0297,-0.1104,-0.0611,0.1025
2017-05-02 14:08:38.335,SA0297,-0.0601,-0.0737,0.0076
2017-05-02 14:08:38.380,SA0297,-0.0116,-0.0372,-0.0058
2017-05-02 14:08:38.425,SA0297,0.042,-0.0126,0.0063
2017-05-02 14:08:38.470,SA0297,0.0479,0.005,0.0175
2017-05-02 14:08:38.515,SA0297,0.0806,-0.0058,0.0596
2017-05-02 14:08:38.560,SA0297,0.0592,0.0185,0.009
2017-05-02 14:08:38.607,SA0297,0.0006,-0.0123,-0.0683
2017-05-02 14:08:38.649,SA0297,-0.0377,-0.0201,-0.0617
2017-05-02 14:08:38.695,SA0297,-0.0423,-0.0347,-0.043
2017-05-02 14:08:38.740,SA0297,0.0308,-0.0349,0.0308
2017-05-02 14:08:38.785,SA0297,0.0109,0.0215,-0.0266
2017-05-02 14:08:38.830,SA0297,0.0422,-0.032,-0.0568
2017-05-02 14:08:38.875,SA0297,0.0411,-0.0302,-0.0447
2017-05-02 14:08:38.920,SA0297,0.0368,-0.0457,-0.0098
2017-05-02 14:08:38.965,SA0297,0.0498,-0.0214,0.0001
2017-05-02 14:08:39.009,SA0297,0.0326,-0.0251,-0.0116
2017-05-02 14:08:39.055,SA0297,0.0006,-0.0097,-0.0006
2017-05-02 14:08:39.100,SA0297,-0.0109,-0.0068,0.0119
2017-05-02 14:08:39.145,SA0297,-0.0298,-0.0151,0.0082
2017-05-02 14:08:39.190,SA0297,-0.0373,-0.0103,0.0078
2017-05-02 14:08:39.235,SA0297,-0.0354,-0.0003,0.0105
2017-05-02 14:08:39.280,SA0297,-0.0118,0.0255,0.0182
2017-05-02 14:08:39.325,SA0297,-0.002,0.0229,0.0215
2017-05-02 14:08:39.374,SA0297,-0.01,-0.0078,0.0
2017-05-02 14:08:39.415,SA0297,-0.0143,-0.0087,-0.0178
2017-05-02 14:08:39.460,SA0297,0.0124,-0.0121,-0.002
2017-05-02 14:08:39.505,SA0297,0.0378,-0.0201,0.0207
2017-05-02 14:08:39.550,SA0297,0.011,-0.0416,-0.0053
