time,pid,x,y,z
2017-05-02 14:05:27.820,SA0297,0.0023,0.0071,-0.0017
2017-05-02 14:05:27.865,SA0297,-0.0028,-0.0017,-0.0015
2017-05-02 14:05:27.910,SA0297,-0.0014,0.0012,-0.0004
2017-05-02 14:05:27.955,SA0297,0.0017,0.004,-0.0023
2017-05-02 14:05:28.000,SA0297,-0.0017,-0.0054,-0.0009
2017-05-02 14:05:28.045,SA0297,0.0003,-0.0006,-0.0014
2017-05-02 14:05:28.089,SA0297,-0.0003,0.0033,-0.0006
2017-05-02 14:05:28.135,SA0297,-0.0046,-0.0033,-0.0022
2017-05-02 14:05:28.180,SA0297,-0.0002,0.0017,-0.0022
2017-05-02 14:05:28.225,SA0297,0.0021,0.0032,-0.0036
2017-05-02 14:05:28.270,SA0297,-0.0032,-0.0049,-0.0012
2017-05-02 14:05:28.315,SA0297,0.0007,-0.0001,-0.0028
2017-05-02 14:05:28.360,SA0297,0.0015,0.001,-0.0029
2017-05-02 14:05:28.409,SA0297,-0.0018,-0.002,-0.0015
2017-05-02 14:05:28.455,SA0297,-0.0017,0.0035,-0.0025
2017-05-02 14:05:28.500,SA0297,-0.0018,0.0024,-0.002
2017-05-02 14:05:28.545,SA0297,-0.0017,-0.0028,-0.003
2017-05-02 14:05:28.590,SA0297,0.0039,0.0023,-0.0025
2017-05-02 14:05:28.635,SA0297,-0.0025,0.001,-0.0022
2017-05-02 14:05:28.680,SA0297,0.0004,-0.0014,-0.0012
2017-05-02 14:05:28.726,SA0297,0.0011,0.0017,-0.003
2017-05-02 14:05:28.771,SA0297,-0.0001,-0.0014,-0.0023
2017-05-02 14:05:28.815,SA0297,-0.0022,-0.0027,-0.0048
2017-05-02 14:05:28.860,SA0297,0.0033,0.0022,-0.0052
2017-05-02 14:05:28.905,SA0297,-0.0003,-0.0003,-0.0083
2017-05-02 14:05:28.951,SA0297,-0.0019,-0.0019,-0.0019
2017-05-02 14:05:28.996,SA0297,-0.0008,-0.0001,-0.002
2017-05-02 14:05:29.041,SA0297,-0.0002,0.0017,-0.0038
2017-05-02 14:05:29.086,SA0297,-0.0016,-0.0026,-0.003
2017-05-02 14:05:29.131,SA0297,0.0002,0.0,-0.0046
2017-05-02 14:05:29.176,SA0297,0.0002,-0.0008,-0.0024
2017-05-02 14:05:29.221,SA0297,0.0002,0.0003,-0.0033
2017-05-02 14:05:29.265,SA0297,-0.0003,0.0024,-0.0029
2017-05-02 14:05:29.311,SA0297,-0.0011,0.0014,-0.003
2017-05-02 14:05:29.356,SA0297,-0.0019,-0.0003,-0.0018
2017-05-02 14:05:29.406,SA0297,-0.0024,-0.0,-0.0055
2017-05-02 14:05:29.451,SA0297,-0.0013,0.0017,-0.0046
2017-05-02 14:05:29.496,SA0297,-0.001,-0.0044,-0.0012
2017-05-02 14:05:29.541,SA0297,0.0008,0.001,-0.0036
2017-05-02 14:05:29.585,SA0297,-0.0004,0.0008,-0.0034
2017-05-02 14:05:29.631,SA0297,-0.0009,-0.0031,-0.0046
2017-05-02 14:05:29.676,SA0297,0.001,0.0031,-0.003
2017-05-02 14:05:29.721,SA0297,-0.0006,0.0003,-0.0029
