time,pid,x,y,z
2017-05-02 14:09:42.876,SA0297,-0.1809,-0.0977,0.102
2017-05-02 14:09:42.921,SA0297,-0.1876,0.0793,0.0756
2017-05-02 14:09:42.967,SA0297,-0.1688,0.1398,0.0573
2017-05-02 14:09:43.012,SA0297,-0.014,0.0889,-0.0215
2017-05-02 14:09:43.057,SA0297,0.0354,0.1235,-0.0419
2017-05-02 14:09:43.101,SA0297,0.0206,0.1681,-0.002
2017-05-02 14:09:43.147,SA0297,-0.0137,0.2842,0.0047
2017-05-02 14:09:43.192,SA0297,-0.097,0.3332,0.0904
2017-05-02 14:09:43.237,SA0297,-0.0694,0.2285,0.0484
2017-05-02 14:09:43.281,SA0297,-0.0323,0.1375,-0.035
2017-05-02 14:09:43.327,SA0297,0.0501,0.143,-0.0026
2017-05-02 14:09:43.375,SA0297,-0.0058,0.0773,0.1119
2017-05-02 14:09:43.417,SA0297,-0.1474,-0.0163,0.1551
2017-05-02 14:09:43.462,SA0297,-0.1741,-0.01,0.0828
2017-05-02 14:09:43.507,SA0297,-0.043,0.0521,-0.0017
2017-05-02 14:09:43.552,SA0297,0.0289,0.1167,0.0016
2017-05-02 14:09:43.597,SA0297,0.0228,0.1009,0.0147
2017-05-02 14:09:43.641,SA0297,0.0262,0.0725,0.0258
2017-05-02 14:09:43.692,SA0297,0.0281,0.086,0.0278
2017-05-02 14:09:43.737,SA0297,0.0098,0.0346,-0.0034
2017-05-02 14:09:43.782,SA0297,-0.0175,0.0329,-0.0529
2017-05-02 14:09:43.827,SA0297,-0.014,0.0192,-0.0199
2017-05-02 14:09:43.872,SA0297,0.0046,-0.0115,-0.0032
2017-05-02 14:09:43.917,SA0297,0.0285,-0.0662,0.0258
2017-05-02 14:09:43.961,SA0297,-0.0379,-0.0879,-0.0526
2017-05-02 14:09:44.007,SA0297,0.006,-0.0875,0.0417
2017-05-02 14:09:44.052,SA0297,0.0617,-0.1342,0.1092
2017-05-02 14:09:44.097,SA0297,0.0212,-0.1361,-0.0
2017-05-02 14:09:44.143,SA0297,0.0052,-0.0872,-0.0574
2017-05-02 14:09:44.187,SA0297,-0.0315,-0.0326,-0.0342
2017-05-02 14:09:44.232,SA0297,0.0002,-0.0229,0.0241
2017-05-02 14:09:44.277,SA0297,-0.0351,0.02,0.0476
2017-05-02 14:09:44.321,SA0297,-0.0543,0.0215,0.035
2017-05-02 14:09:44.367,SA0297,-0.0172,0.0888,0.05
2017-05-02 14:09:44.412,SA0297,-0.0171,0.1406,0.0003
2017-05-02 14:09:44.457,SA0297,0.012,0.225,-0.0152
2017-05-02 14:09:44.502,SA0297,-0.0032,0.1235,0.0377
2017-05-02 14:09:44.547,SA0297,-0.0892,-0.0165,0.107
2017-05-02 14:09:44.592,SA0297,-0.0839,-0.0429,0.1181
2017-05-02 14:09:44.637,SA0297,-0.0332,0.03,0.0329
2017-05-02 14:09:44.687,SA0297,-0.0056,0.0981,0.01
2017-05-02 14:09:44.732,SA0297,0.0146,0.1087,0.0127
2017-05-02 14:09:44.777,SA0297,-0.0003,0.0054,0.0208
2017-05-02 14:09:44.825,SA0297,-0.0093,-0.0187,0.0252
2017-05-02 14:09:44.867,SA0297,-0.0019,-0.0247,0.0223
2017-05-02 14:09:44.912,SA0297,-0.0017,0.0095,-0.0087
2017-05-02 14:09:44.957,SA0297,-0.0109,0.0251,-0.0057
2017-05-02 14:09:45.001,SA0297,-0.026,0.0129,0.0019
2017-05-02 14:09:45.047,SA0297,-0.0198,0.0133,0.0107
2017-05-02 14:09:45.093,SA0297,-0.0113,0.0428,0.0073
2017-05-02 14:09:45.137,SA0297,-0.0171,0.0519,0.023
2017-05-02 14:09:45.182,SA0297,-0.0449,0.0529,0.025
2017-05-02 14:09:45.227,SA0297,-0.0434,0.0282,0.0389
2017-05-02 14:09:45.272,SA0297,-0.0329,0.0326,0.0256
2017-05-02 14:09:45.317,SA0297,-0.0341,0.0192,0.053
2017-05-02 14:09:45.361,SA0297,-0.0224,0.0351,0.0401
2017-05-02 14:09:45.407,SA0297,0.0107,0.0318,0.0141
2017-05-02 14:09:45.452,SA0297,0.008,0.0108,-0.0036
2017-05-02 14:09:45.497,SA0297,-0.0003,0.001,-0.0017
2017-05-02 14:09:45.542,SA0297,0.0093,-0.0134,0.0041
2017-05-02 14:09:45.587,SA0297,0.0241,-0.0095,-0.0199
2017-05-02 14:09:45.632,SA0297,0.0268,-0.0282,-0.0177
2017-05-02 14:09:45.681,SA0297,0.0151,-0.0321,-0.0258
2017-05-02 14:09:45.727,SA0297,0.0219,-0.0342,-0.0281
2017-05-02 14:09:45.772,SA0297,0.0254,-0.0349,-0.02
2017-05-02 14:09:45.817,SA0297,0.0223,-0.0265,-0.0165
2017-05-02 14:09:45.862,SA0297,0.0155,-0.0274,-0.0185
2017-05-02 14:09:45.907,SA0297,0.0041,-0.0254,-0.0203
2017-05-02 14:09:45.953,SA0297,0.0028,-0.0159,-0.0035
