time,pid,x,y,z
2017-05-02 14:10:28.292,SA0297,0.2171,0.0083,-0.0813
2017-05-02 14:10:28.337,SA0297,0.2125,-0.0728,0.0928
2017-05-02 14:10:28.382,SA0297,0.1276,0.0117,0.2127
2017-05-02 14:10:28.432,SA0297,-0.2486,0.0462,0.1879
2017-05-02 14:10:28.472,SA0297,-0.2481,-0.1356,0.3971
2017-05-02 14:10:28.517,SA0297,-0.366,-0.5374,0.8698
2017-05-02 14:10:28.561,SA0297,-0.4033,0.0381,-0.1251
2017-05-02 14:10:28.607,SA0297,-0.2406,0.4108,-0.6731
2017-05-02 14:10:28.652,SA0297,-0.4789,0.1413,-0.5884
2017-05-02 14:10:28.697,SA0297,-0.0496,0.102,-0.2041
2017-05-02 14:10:28.747,SA0297,-0.0409,-0.0678,-0.1303
2017-05-02 14:10:28.792,SA0297,0.0398,-0.1677,-0.0005
2017-05-02 14:10:28.837,SA0297,0.186,-0.0981,0.2443
2017-05-02 14:10:28.881,SA0297,0.1763,-0.1431,0.2985
2017-05-02 14:10:28.927,SA0297,0.2659,-0.1295,0.2876
2017-05-02 14:10:28.972,SA0297,0.2996,-0.003,0.2255
2017-05-02 14:10:29.017,SA0297,-0.0273,0.1721,-0.2386
2017-05-02 14:10:29.062,SA0297,-0.0884,0.2432,-0.4817
2017-05-02 14:10:29.107,SA0297,-0.2326,0.373,-0.3169
2017-05-02 14:10:29.152,SA0297,-0.3735,0.4408,-0.3026
2017-05-02 14:10:29.197,SA0297,-0.1569,0.448,0.31
2017-05-02 14:10:29.241,SA0297,0.0064,0.1618,-0.0089
2017-05-02 14:10:29.287,SA0297,0.0556,-0.198,-0.2036
2017-05-02 14:10:29.332,SA0297,0.3269,-0.0654,0.0661
2017-05-02 14:10:29.377,SA0297,0.0547,-0.0303,0.3206
2017-05-02 14:10:29.422,SA0297,-0.3677,-0.1922,0.403
2017-05-02 14:10:29.467,SA0297,-0.3078,-0.4452,0.5848
2017-05-02 14:10:29.512,SA0297,-0.2428,-0.4163,0.5322
2017-05-02 14:10:29.557,SA0297,-0.2364,-0.0238,-0.248
2017-05-02 14:10:29.601,SA0297,-0.1847,0.2937,-0.613
2017-05-02 14:10:29.647,SA0297,-0.1853,0.0422,-0.1244
2017-05-02 14:10:29.692,SA0297,-0.0574,-0.0552,-0.0861
2017-05-02 14:10:29.742,SA0297,-0.1048,-0.1717,-0.0335
2017-05-02 14:10:29.787,SA0297,0.0923,-0.206,0.1846
2017-05-02 14:10:29.832,SA0297,0.1861,-0.1468,0.3426
2017-05-02 14:10:29.881,SA0297,0.1922,-0.0395,0.2334
2017-05-02 14:10:29.921,SA0297,0.1565,0.0456,0.0356
2017-05-02 14:10:29.967,SA0297,0.0576,0.1405,-0.1869
2017-05-02 14:10:30.012,SA0297,-0.0041,0.2388,-0.2837
2017-05-02 14:10:30.057,SA0297,-0.1382,0.354,-0.2319
2017-05-02 14:10:30.102,SA0297,-0.3023,0.4605,-0.2925
2017-05-02 14:10:30.147,SA0297,-0.2233,0.3317,-0.0216
2017-05-02 14:10:30.192,SA0297,-0.1243,0.331,-0.0388
2017-05-02 14:10:30.237,SA0297,0.1404,0.0906,-0.0298
2017-05-02 14:10:30.281,SA0297,0.1659,-0.025,-0.0292
2017-05-02 14:10:30.327,SA0297,0.2109,-0.0365,0.0654
2017-05-02 14:10:30.372,SA0297,0.1682,0.1133,0.0846
