time,pid,L2
2017-05-02T14:29:10.964-04:00,PC6771,0.009901010125867147
2017-05-02T14:29:10.990-04:00,PC6771,0.0064078075738622535
2017-05-02T14:29:11.014-04:00,PC6771,0.0022000000039538886
2017-05-02T14:29:11.039-04:00,PC6771,0.007529276307732266
2017-05-02T14:29:11.064-04:00,PC6771,0.006330876664179089
2017-05-02T14:29:11.089-04:00,PC6771,0.0050249380167976644
2017-05-02T14:29:11.113-04:00,PC6771,0.003863935875765374
2017-05-02T14:29:11.140-04:00,PC6771,0.0045716515859942145
2017-05-02T14:29:11.164-04:00,PC6771,0.004337049851491809
2017-05-02T14:29:11.189-04:00,PC6771,0.006847627118576943
2017-05-02T14:29:11.214-04:00,PC6771,0.011244998930235981
2017-05-02T14:29:11.239-04:00,PC6771,0.005547972469600402
2017-05-02T14:29:11.265-04:00,PC6771,0.007553145190224003
2017-05-02T14:29:11.291-04:00,PC6771,0.002912044026065659
2017-05-02T14:29:11.313-04:00,PC6771,0.0023853722016744074
2017-05-02T14:29:11.339-04:00,PC6771,0.012122706069958848
2017-05-02T14:29:11.364-04:00,PC6771,0.004882622144406577
2017-05-02T14:29:11.389-04:00,PC6771,0.007433707054325077
2017-05-02T14:29:11.414-04:00,PC6771,0.00699213833596085
2017-05-02T14:29:11.439-04:00,PC6771,0.005427706544038789
2017-05-02T14:29:11.464-04:00,PC6771,0.004437341538163788
2017-05-02T14:29:11.489-04:00,PC6771,0.006888396056780259
2017-05-02T14:29:11.513-04:00,PC6771,0.007818567584064953
2017-05-02T14:29:11.539-04:00,PC6771,0.005545268337095263
2017-05-02T14:29:11.564-04:00,PC6771,0.0071742594811970775
2017-05-02T14:29:11.589-04:00,PC6771,0.0035298725447903525
2017-05-02T14:29:11.613-04:00,PC6771,0.008691375127749496
2017-05-02T14:29:11.639-04:00,PC6771,0.002302172910026719
2017-05-02T14:29:11.663-04:00,PC6771,0.0024899798882541888
2017-05-02T14:29:11.689-04:00,PC6771,0.0016155493887177663
2017-05-02T14:29:11.716-04:00,PC6771,0.0032817677327148342
2017-05-02T14:29:11.737-04:00,PC6771,0.003993745004826824
2017-05-02T14:29:11.764-04:00,PC6771,0.005391660401804526
2017-05-02T14:29:11.789-04:00,PC6771,0.0038013156029586543
2017-05-02T14:29:11.814-04:00,PC6771,0.008091971383115577
2017-05-02T14:29:11.839-04:00,PC6771,0.005326349791488285
2017-05-02T14:29:11.865-04:00,PC6771,0.0038026307186789605
2017-05-02T14:29:11.889-04:00,PC6771,0.012721635569200711
2017-05-02T14:29:11.913-04:00,PC6771,0.004315089948355475
2017-05-02T14:29:11.937-04:00,PC6771,0.007808969161589985
2017-05-02T14:29:11.963-04:00,PC6771,0.006712674412735856
2017-05-02T14:29:11.989-04:00,PC6771,0.008046117230157177
2017-05-02T14:29:12.015-04:00,PC6771,0.007222187809749586
2017-05-02T14:29:12.038-04:00,PC6771,0.001907878382095023
2017-05-02T14:29:12.063-04:00,PC6771,0.004747631076372038
2017-05-02T14:29:12.088-04:00,PC6771,0.008659676597024145
2017-05-02T14:29:12.113-04:00,PC6771,0.0044777227896307835
2017-05-02T14:29:12.137-04:00,PC6771,0.008740709390273785
2017-05-02T14:29:12.165-04:00,PC6771,0.0038652295847521416
2017-05-02T14:29:12.188-04:00,PC6771,0.0069152004540060565
2017-05-02T14:29:12.213-04:00,PC6771,0.004066939857153385
2017-05-02T14:29:12.238-04:00,PC6771,0.007278736235853333
2017-05-02T14:29:12.263-04:00,PC6771,0.008666025791157954
2017-05-02T14:29:12.288-04:00,PC6771,0.0020904544811654975
2017-05-02T14:29:12.313-04:00,PC6771,0.007313002221710007
2017-05-02T14:29:12.337-04:00,PC6771,0.010577806818517615
2017-05-02T14:29:12.363-04:00,PC6771,0.007601973316641549
2017-05-02T14:29:12.388-04:00,PC6771,0.003629049401322603
2017-05-02T14:29:12.413-04:00,PC6771,0.008700574859384136
2017-05-02T14:29:12.439-04:00,PC6771,0.009562426135605352
2017-05-02T14:29:12.463-04:00,PC6771,0.009019978105735618
2017-05-02T14:29:12.488-04:00,PC6771,0.009917157198999554
2017-05-02T14:29:12.513-04:00,PC6771,0.005707889126055239
2017-05-02T14:29:12.537-04:00,PC6771,0.003885871907283795
2017-05-02T14:29:12.563-04:00,PC6771,0.0021213203619988887
2017-05-02T14:29:12.588-04:00,PC6771,0.004323193367257391
2017-05-02T14:29:12.613-04:00,PC6771,0.010254267638804453
2017-05-02T14:29:12.638-04:00,PC6771,0.009753973647946711
2017-05-02T14:29:12.663-04:00,PC6771,0.01646481063529019
2017-05-02T14:29:12.688-04:00,PC6771,0.010404326072753593
2017-05-02T14:29:12.713-04:00,PC6771,0.013808330718787514
2017-05-02T14:29:12.740-04:00,PC6771,0.007475961623829811
2017-05-02T14:29:12.763-04:00,PC6771,0.005426785550605217
2017-05-02T14:29:12.788-04:00,PC6771,0.0035524639614869995
2017-05-02T14:29:12.813-04:00,PC6771,0.008502352556988365
2017-05-02T14:29:12.838-04:00,PC6771,0.006977822048399058
2017-05-02T14:29:12.863-04:00,PC6771,0.005031898243930031
2017-05-02T14:29:12.889-04:00,PC6771,0.006259393117296564
2017-05-02T14:29:12.913-04:00,PC6771,0.01040240381237114
2017-05-02T14:29:12.937-04:00,PC6771,0.004445221996052303
2017-05-02T14:29:12.963-04:00,PC6771,0.006981403786672744
