time,pid,x,y,z
2017-05-02 14:31:33.163,PC6771,0.0524,-0.0141,-0.1077
2017-05-02 14:31:33.188,PC6771,0.0488,-0.0047,-0.1461
2017-05-02 14:31:33.213,PC6771,0.0181,-0.0087,-0.1389
2017-05-02 14:31:33.238,PC6771,-0.0031,-0.0217,-0.0227
2017-05-02 14:31:33.263,PC6771,-0.1218,-0.0853,-0.1968
2017-05-02 14:31:33.288,PC6771,-0.1179,0.029,-0.226
2017-05-02 14:31:33.313,PC6771,-0.1026,0.0995,-0.2536
2017-05-02 14:31:33.337,PC6771,-0.0584,0.1556,-0.2401
2017-05-02 14:31:33.363,PC6771,-0.0269,0.189,-0.1949
2017-05-02 14:31:33.388,PC6771,-0.0096,0.181,-0.0394
2017-05-02 14:31:33.413,PC6771,-0.1054,0.1119,0.2982
2017-05-02 14:31:33.438,PC6771,-0.1568,0.1268,0.0274
2017-05-02 14:31:33.463,PC6771,-0.1212,0.174,0.0133
2017-05-02 14:31:33.488,PC6771,-0.1296,0.1958,0.0116
2017-05-02 14:31:33.513,PC6771,-0.0531,0.212,-0.092
2017-05-02 14:31:33.537,PC6771,-0.0141,0.1907,-0.0331
2017-05-02 14:31:33.563,PC6771,-0.0186,0.1056,0.0548
2017-05-02 14:31:33.588,PC6771,-0.1002,0.0275,0.4037
2017-05-02 14:31:33.613,PC6771,-0.0905,0.0469,0.0383
2017-05-02 14:31:33.638,PC6771,-0.0431,0.0266,-0.0406
2017-05-02 14:31:33.664,PC6771,-0.0077,-0.0011,0.0588
2017-05-02 14:31:33.688,PC6771,0.0022,-0.0267,-0.0044
2017-05-02 14:31:33.712,PC6771,-0.068,-0.054,-0.1406
2017-05-02 14:31:33.737,PC6771,0.0309,0.2706,-0.073
2017-05-02 14:31:33.761,PC6771,0.0526,0.1925,-0.1521
2017-05-02 14:31:33.788,PC6771,0.0057,0.1234,-0.0619
2017-05-02 14:31:33.813,PC6771,-0.0304,0.0893,-0.0717
2017-05-02 14:31:33.838,PC6771,0.0134,0.0605,-0.0492
2017-05-02 14:31:33.862,PC6771,0.0438,0.1079,-0.0321
2017-05-02 14:31:33.887,PC6771,0.0967,0.1483,-0.0277
2017-05-02 14:31:33.915,PC6771,0.1522,0.1561,0.0144
2017-05-02 14:31:33.937,PC6771,0.2461,0.1603,0.1056
2017-05-02 14:31:33.961,PC6771,0.1888,0.1185,0.1183
2017-05-02 14:31:33.987,PC6771,0.0361,0.0788,0.1527
2017-05-02 14:31:34.012,PC6771,-0.0164,0.0414,0.1395
2017-05-02 14:31:34.037,PC6771,0.0652,0.0446,-0.0878
2017-05-02 14:31:34.064,PC6771,0.1179,0.0084,-0.1204
2017-05-02 14:31:34.087,PC6771,0.0146,-0.0126,-0.2112
2017-05-02 14:31:34.112,PC6771,-0.0274,-0.0534,-0.2011
2017-05-02 14:31:34.137,PC6771,0.0207,-0.0951,-0.2514
2017-05-02 14:31:34.163,PC6771,0.0822,-0.1563,-0.2724
2017-05-02 14:31:34.187,PC6771,0.1069,-0.1263,-0.2726
2017-05-02 14:31:34.217,PC6771,0.0702,-0.0871,-0.2842
2017-05-02 14:31:34.237,PC6771,0.0452,-0.0007,-0.2015
2017-05-02 14:31:34.262,PC6771,0.0271,0.049,-0.173
2017-05-02 14:31:34.287,PC6771,-0.011,0.1269,-0.065
2017-05-02 14:31:34.313,PC6771,-0.0257,0.2055,0.0265
2017-05-02 14:31:34.337,PC6771,0.021,0.2493,0.1334
2017-05-02 14:31:34.363,PC6771,0.0494,0.2269,0.1145
2017-05-02 14:31:34.387,PC6771,0.0393,0.2454,0.1662
2017-05-02 14:31:34.415,PC6771,0.0475,0.2311,0.1624
2017-05-02 14:31:34.437,PC6771,0.0482,0.1721,0.1168
2017-05-02 14:31:34.462,PC6771,0.0411,0.1155,0.0276
2017-05-02 14:31:34.487,PC6771,0.0552,0.0703,-0.1241
2017-05-02 14:31:34.512,PC6771,0.0583,0.0971,-0.176
2017-05-02 14:31:34.537,PC6771,0.0363,0.0772,-0.1682
2017-05-02 14:31:34.561,PC6771,0.0426,0.0369,-0.1407
2017-05-02 14:31:34.587,PC6771,0.0071,0.0734,-0.1005
2017-05-02 14:31:34.612,PC6771,0.0415,0.0695,0.0542
2017-05-02 14:31:34.640,PC6771,0.135,-0.0381,-0.131
2017-05-02 14:31:34.662,PC6771,0.0111,-0.0679,-0.0525
2017-05-02 14:31:34.687,PC6771,-0.048,-0.0343,-0.043
2017-05-02 14:31:34.712,PC6771,-0.0755,0.0131,-0.0784
2017-05-02 14:31:34.736,PC6771,-0.0933,0.0339,-0.0983
2017-05-02 14:31:34.761,PC6771,-0.0796,0.0488,-0.0072
2017-05-02 14:31:34.785,PC6771,-0.076,0.0349,0.0586
2017-05-02 14:31:34.811,PC6771,-0.1092,0.0288,0.0856
2017-05-02 14:31:34.837,PC6771,-0.1268,0.022,0.1458
2017-05-02 14:31:34.862,PC6771,-0.1454,0.0428,0.1543
2017-05-02 14:31:34.887,PC6771,-0.144,0.0479,0.1123
2017-05-02 14:31:34.911,PC6771,-0.1119,0.0553,0.1111
2017-05-02 14:31:34.936,PC6771,-0.0769,0.0736,0.0703
2017-05-02 14:31:34.961,PC6771,-0.0766,0.055,0.0324
2017-05-02 14:31:34.987,PC6771,-0.0741,0.0686,0.0482
2017-05-02 14:31:35.012,PC6771,-0.0711,0.0141,0.0966
2017-05-02 14:31:35.036,PC6771,-0.0517,-0.0161,0.0591
2017-05-02 14:31:35.061,PC6771,-0.0227,-0.0113,0.0689
2017-05-02 14:31:35.087,PC6771,-0.0102,-0.0236,0.0963
2017-05-02 14:31:35.111,PC6771,0.0043,-0.0038,0.0508
2017-05-02 14:31:35.137,PC6771,-0.0048,0.001,0.0355
2017-05-02 14:31:35.161,PC6771,-0.056,0.0604,0.0873
2017-05-02 14:31:35.187,PC6771,-0.0691,0.0853,0.1179
2017-05-02 14:31:35.216,PC6771,-0.057,0.0751,0.0032
2017-05-02 14:31:35.237,PC6771,-0.0456,0.0089,-0.0311
2017-05-02 14:31:35.263,PC6771,-0.0748,0.0019,0.0533
2017-05-02 14:31:35.286,PC6771,-0.0904,0.0519,0.0525
2017-05-02 14:31:35.311,PC6771,-0.0644,-0.0134,0.0724
2017-05-02 14:31:35.336,PC6771,0.0035,-0.0698,0.0495
2017-05-02 14:31:35.361,PC6771,0.0214,-0.0855,0.077
2017-05-02 14:31:35.387,PC6771,-0.0183,-0.0356,0.0434
2017-05-02 14:31:35.411,PC6771,-0.0532,-0.0213,-0.0465
2017-05-02 14:31:35.437,PC6771,0.0263,-0.0254,-0.0954
2017-05-02 14:31:35.461,PC6771,0.1146,-0.032,-0.0842
2017-05-02 14:31:35.486,PC6771,0.006,-0.0497,-0.1372
2017-05-02 14:31:35.511,PC6771,0.0128,0.0055,-0.0258
2017-05-02 14:31:35.536,PC6771,0.0568,-0.0239,-0.1422
2017-05-02 14:31:35.561,PC6771,0.1027,-0.003,-0.2002
2017-05-02 14:31:35.585,PC6771,0.1196,0.0329,-0.1987
2017-05-02 14:31:35.612,PC6771,0.1573,0.0393,-0.1426
2017-05-02 14:31:35.636,PC6771,0.0779,0.021,-0.1447
2017-05-02 14:31:35.661,PC6771,-0.151,0.0416,-0.1076
2017-05-02 14:31:35.686,PC6771,-0.1927,0.0783,-0.068
2017-05-02 14:31:35.711,PC6771,-0.13,0.0819999999999999,-0.0456
2017-05-02 14:31:35.736,PC6771,-0.0763,0.0162,0.2697
2017-05-02 14:31:35.761,PC6771,0.0022,-0.0879,0.0713
2017-05-02 14:31:35.785,PC6771,-0.0983,-0.1579,0.0287
2017-05-02 14:31:35.811,PC6771,-0.1368,-0.1651,-0.0069999999999999
2017-05-02 14:31:35.836,PC6771,-0.0627,-0.1655,-0.042
2017-05-02 14:31:35.862,PC6771,-0.0822,-0.1713,-0.0041
2017-05-02 14:31:35.886,PC6771,-0.1066,-0.0478,0.0283
2017-05-02 14:31:35.911,PC6771,-0.0577,-0.0023,0.1158
2017-05-02 14:31:35.936,PC6771,0.0969,-0.0316,0.2064
