time,pid,x,y,z
2017-05-02 14:28:45.933,PC6771,-0.0049,0.0018,-0.0021
2017-05-02 14:28:45.958,PC6771,0.0124,0.0057,-0.015
2017-05-02 14:28:45.983,PC6771,0.0112,0.0005,-0.0136
2017-05-02 14:28:46.009,PC6771,0.003,-0.0093,-0.0504
2017-05-02 14:28:46.032,PC6771,-0.0013,-0.013,-0.0274
2017-05-02 14:28:46.057,PC6771,-0.0141,-0.0019,-0.0233
2017-05-02 14:28:46.081,PC6771,-0.018,-0.0172,-0.0143
2017-05-02 14:28:46.108,PC6771,-0.0134,-0.0153,0.0128
2017-05-02 14:28:46.133,PC6771,-0.0121,-0.0153,0.0019
2017-05-02 14:28:46.158,PC6771,-0.0181,-0.0097,0.0032
2017-05-02 14:28:46.182,PC6771,-0.018,-0.0107,-0.0033
2017-05-02 14:28:46.207,PC6771,-0.0148,0.0124,0.0044
2017-05-02 14:28:46.232,PC6771,0.0035,0.0105,-0.0033
2017-05-02 14:28:46.257,PC6771,0.0083,0.0083,0.0018
2017-05-02 14:28:46.281,PC6771,0.0119,0.0096,-0.0018
2017-05-02 14:28:46.308,PC6771,0.0141,0.0076,-0.0016
2017-05-02 14:28:46.332,PC6771,0.0121,-0.0007,-0.0117
2017-05-02 14:28:46.357,PC6771,0.0174,-0.0008,-0.0196
2017-05-02 14:28:46.382,PC6771,0.009,-0.0099,-0.0189
2017-05-02 14:28:46.407,PC6771,0.0045,-0.0049,-0.0125
2017-05-02 14:28:46.432,PC6771,0.0074,0.0013,0.0028
2017-05-02 14:28:46.457,PC6771,0.0122,0.0066,0.0112
2017-05-02 14:28:46.481,PC6771,0.0119,-0.0001,0.0067
2017-05-02 14:28:46.507,PC6771,0.009,0.004,-0.0029
2017-05-02 14:28:46.532,PC6771,0.008,0.0184,0.0008
2017-05-02 14:28:46.557,PC6771,0.0112,0.0138,0.0042
2017-05-02 14:28:46.582,PC6771,0.0013,0.0051,-0.0058
2017-05-02 14:28:46.607,PC6771,-0.0013,0.0115,-0.0043
2017-05-02 14:28:46.632,PC6771,-0.0044,0.0084,0.0019
2017-05-02 14:28:46.657,PC6771,0.0028,0.0073,0.0025
2017-05-02 14:28:46.681,PC6771,0.0049,0.0022,0.0013
2017-05-02 14:28:46.707,PC6771,-0.0026,0.0061,0.0103
2017-05-02 14:28:46.732,PC6771,-0.0095,0.0069,0.0137
2017-05-02 14:28:46.757,PC6771,-0.0062,0.0042,0.0051
2017-05-02 14:28:46.782,PC6771,-0.0175,0.0038,-0.0021
2017-05-02 14:28:46.807,PC6771,-0.0219,0.0015,-0.0055
2017-05-02 14:28:46.832,PC6771,-0.0223,0.0133,0.0075
2017-05-02 14:28:46.857,PC6771,-0.0188,0.0163,0.0197
2017-05-02 14:28:46.883,PC6771,-0.0097,0.0167,0.0465
2017-05-02 14:28:46.907,PC6771,0.0021,0.0115,0.0466
2017-05-02 14:28:46.932,PC6771,0.0114,0.0064,0.0328
2017-05-02 14:28:46.958,PC6771,0.0128,0.0026,0.0244
2017-05-02 14:28:46.982,PC6771,0.0141,-0.0058,0.0051
2017-05-02 14:28:47.007,PC6771,0.0278,-0.0119,-0.0006
2017-05-02 14:28:47.031,PC6771,0.0314,-0.0256,-0.0302
2017-05-02 14:28:47.056,PC6771,0.0299,-0.0228,-0.0513
2017-05-02 14:28:47.081,PC6771,0.0292,-0.0126,-0.0458
2017-05-02 14:28:47.107,PC6771,0.028,-0.015,-0.0329
2017-05-02 14:28:47.132,PC6771,0.0193,-0.0089,-0.0177
2017-05-02 14:28:47.157,PC6771,0.0115,0.0016,-0.0021
2017-05-02 14:28:47.183,PC6771,0.0069,0.0086,0.0128
2017-05-02 14:28:47.207,PC6771,0.0014,0.0154,0.0191
2017-05-02 14:28:47.232,PC6771,0.001,0.0163,0.0219
2017-05-02 14:28:47.257,PC6771,0.0081,0.0043,0.0094
2017-05-02 14:28:47.281,PC6771,0.0019,-0.0049,-0.0173
2017-05-02 14:28:47.305,PC6771,-0.0108,-0.003,-0.0271
2017-05-02 14:28:47.332,PC6771,-0.009,-0.0134,-0.0281
2017-05-02 14:28:47.356,PC6771,-0.0044,-0.0164,-0.0239
2017-05-02 14:28:47.382,PC6771,-0.0019,-0.0139,-0.0125
2017-05-02 14:28:47.406,PC6771,-0.0024,-0.0019,-0.0131
2017-05-02 14:28:47.431,PC6771,-0.0002,0.0049,-0.0017
2017-05-02 14:28:47.456,PC6771,0.001,0.0158,0.0091
2017-05-02 14:28:47.481,PC6771,0.003,0.0234,0.0157
2017-05-02 14:28:47.507,PC6771,0.0087,0.0255,0.0184
2017-05-02 14:28:47.531,PC6771,0.0034,0.0226,0.0155
2017-05-02 14:28:47.557,PC6771,0.0069999999999999,0.0229,0.003
2017-05-02 14:28:47.581,PC6771,0.0049,0.0223,0.0069
2017-05-02 14:28:47.606,PC6771,0.0016,0.0059,-0.0007
2017-05-02 14:28:47.632,PC6771,-0.0052,0.0031,0.0053
2017-05-02 14:28:47.656,PC6771,-0.0061,-0.0025,0.0079
2017-05-02 14:28:47.681,PC6771,-0.004,-0.002,0.012
2017-05-02 14:28:47.705,PC6771,-0.0034,0.001,0.0053
2017-05-02 14:28:47.731,PC6771,-0.0073,0.0078,-0.0014
2017-05-02 14:28:47.756,PC6771,-0.0005,0.0046,-0.0043
2017-05-02 14:28:47.781,PC6771,0.0034,0.0032,-0.0025
2017-05-02 14:28:47.806,PC6771,-0.0013,0.0101,0.0021
2017-05-02 14:28:47.831,PC6771,-0.0048,0.0001,0.0012
2017-05-02 14:28:47.856,PC6771,-0.0047,0.0024,0.0033
2017-05-02 14:28:47.881,PC6771,-0.0045,-0.0048,-0.001
2017-05-02 14:28:47.908,PC6771,-0.0055,-0.0033,0.0076
2017-05-02 14:28:47.931,PC6771,0.0004,-0.0069999999999999,0.0028
2017-05-02 14:28:47.956,PC6771,0.0007,0.0025,0.002
2017-05-02 14:28:47.981,PC6771,0.0021,-0.0007,-0.0052
2017-05-02 14:28:48.006,PC6771,-0.0017,0.0099,0.0049
2017-05-02 14:28:48.030,PC6771,0.0021,0.0026,0.0102
2017-05-02 14:28:48.056,PC6771,-0.0001,0.0075,0.0138
2017-05-02 14:28:48.081,PC6771,0.0046,0.0021,0.0148
2017-05-02 14:28:48.105,PC6771,0.003,0.0055,0.0083
2017-05-02 14:28:48.131,PC6771,0.006,0.0043,0.0084
2017-05-02 14:28:48.156,PC6771,0.0071,-0.0025,0.0147
2017-05-02 14:28:48.181,PC6771,0.0097,-0.0002,-0.0052
2017-05-02 14:28:48.207,PC6771,0.0069999999999999,-0.0063,-0.0125
2017-05-02 14:28:48.231,PC6771,0.0156,-0.0054,-0.0096
2017-05-02 14:28:48.256,PC6771,0.0178,-0.0075,-0.0085
2017-05-02 14:28:48.281,PC6771,0.0194,-0.0067,-0.0045
2017-05-02 14:28:48.305,PC6771,0.0177,-0.0046,-0.0044
2017-05-02 14:28:48.331,PC6771,0.0115,0.0004,0.0018
2017-05-02 14:28:48.356,PC6771,0.0069,0.0026,0.0019
2017-05-02 14:28:48.381,PC6771,-0.0015,0.004,0.012
2017-05-02 14:28:48.406,PC6771,-0.0034,0.0055,0.0151
2017-05-02 14:28:48.431,PC6771,-0.0057,0.0117,0.0062
2017-05-02 14:28:48.456,PC6771,-0.0127,0.002,0.0059
2017-05-02 14:28:48.481,PC6771,-0.0146,0.004,0.0049
