time,pid,x,y,z
2017-05-02 14:29:52.886,PC6771,0.1507,0.3111,-0.1699
2017-05-02 14:29:52.911,PC6771,0.1736,0.3103,-0.1874
2017-05-02 14:29:52.936,PC6771,0.1716,0.3078,-0.1388
2017-05-02 14:29:52.961,PC6771,0.1649,0.3109,-0.117
2017-05-02 14:29:52.985,PC6771,0.1121,0.2727,-0.09
2017-05-02 14:29:53.011,PC6771,0.0977,0.2738,-0.0561
2017-05-02 14:29:53.036,PC6771,0.1067,0.2658,-0.0489
2017-05-02 14:29:53.061,PC6771,0.1102,0.273,-0.034
2017-05-02 14:29:53.086,PC6771,0.1215,0.2776,-0.023
2017-05-02 14:29:53.111,PC6771,0.1029,0.2892,-0.0364
2017-05-02 14:29:53.136,PC6771,0.1122,0.2915,-0.0457
2017-05-02 14:29:53.161,PC6771,0.1032,0.3041,-0.0213
2017-05-02 14:29:53.185,PC6771,0.0948,0.2651,-0.0207
2017-05-02 14:29:53.211,PC6771,0.0792,0.2152,-0.0215
2017-05-02 14:29:53.236,PC6771,0.0139,0.1734,-0.0298
2017-05-02 14:29:53.261,PC6771,0.0593,0.1676,-0.0139
2017-05-02 14:29:53.286,PC6771,0.0603,0.1574,-0.0107
2017-05-02 14:29:53.311,PC6771,0.0441,0.1324,-0.0098
2017-05-02 14:29:53.336,PC6771,0.054,0.1318,0.012
2017-05-02 14:29:53.361,PC6771,0.0128,0.1143,0.0136
2017-05-02 14:29:53.385,PC6771,0.0357,0.1007,0.0116
2017-05-02 14:29:53.411,PC6771,0.0477,0.0985,-0.0064
2017-05-02 14:29:53.436,PC6771,-0.2477,-1.6055,0.0721
2017-05-02 14:29:53.461,PC6771,-0.4627,-0.4517,0.1478
2017-05-02 14:29:53.485,PC6771,-0.3167,-0.2811,0.0941
2017-05-02 14:29:53.510,PC6771,-0.0871,0.0783,-0.0769
2017-05-02 14:29:53.535,PC6771,0.0552,0.3008,-0.2452
2017-05-02 14:29:53.560,PC6771,0.1696,0.4973,-0.2303
2017-05-02 14:29:53.585,PC6771,0.2123,0.5715,-0.1774
2017-05-02 14:29:53.609,PC6771,0.2209,0.5118,-0.1331
2017-05-02 14:29:53.635,PC6771,0.2065,0.4482,-0.0773
2017-05-02 14:29:53.660,PC6771,0.1289,0.345,-0.0292
2017-05-02 14:29:53.685,PC6771,0.1305,0.3229999999999999,-0.0311
2017-05-02 14:29:53.710,PC6771,0.1471,0.249,-0.0353
2017-05-02 14:29:53.735,PC6771,0.1117,0.2405,0.0189
2017-05-02 14:29:53.760,PC6771,0.1638,0.2191,0.0514
2017-05-02 14:29:53.785,PC6771,0.1339,0.1914,0.0413
2017-05-02 14:29:53.811,PC6771,0.0168,0.1463,0.0112
2017-05-02 14:29:53.835,PC6771,0.0292,0.1372,-0.0188
2017-05-02 14:29:53.860,PC6771,0.031,0.1032,-0.069
2017-05-02 14:29:53.885,PC6771,0.0006,0.0747,-0.0847
2017-05-02 14:29:53.911,PC6771,-0.0105,0.0522,-0.0296
2017-05-02 14:29:53.936,PC6771,0.0169,0.0512,-0.0277
2017-05-02 14:29:53.961,PC6771,0.0188,0.0674,-0.0103
2017-05-02 14:29:53.985,PC6771,-0.003,0.0608,-0.0217
2017-05-02 14:29:54.011,PC6771,0.0015,0.0616,-0.0193
2017-05-02 14:29:54.036,PC6771,0.0308,0.0791,-0.0129
2017-05-02 14:29:54.061,PC6771,0.0569,0.1086,-0.0195
2017-05-02 14:29:54.086,PC6771,0.0405,0.0773,-0.0258
2017-05-02 14:29:54.110,PC6771,0.0329,0.0745,-0.0111
2017-05-02 14:29:54.144,PC6771,0.0383,0.0783,-0.0153
2017-05-02 14:29:54.161,PC6771,0.0324,0.0898,-0.0172
2017-05-02 14:29:54.187,PC6771,0.0391,0.0764,-0.0067
2017-05-02 14:29:54.209,PC6771,0.0296,0.0639,0.0069
2017-05-02 14:29:54.236,PC6771,0.032,0.0681,-0.0011
2017-05-02 14:29:54.261,PC6771,0.0276,0.0608,-0.0079
2017-05-02 14:29:54.285,PC6771,0.0306,0.0657,-0.0126
2017-05-02 14:29:54.310,PC6771,0.0433,0.0868,-0.0207
2017-05-02 14:29:54.335,PC6771,0.0555,0.0964,-0.0107
2017-05-02 14:29:54.360,PC6771,0.0992,0.1183,-0.072
2017-05-02 14:29:54.385,PC6771,0.0904,0.0999,-0.129
2017-05-02 14:29:54.409,PC6771,0.0289,0.0177,-0.1577
2017-05-02 14:29:54.438,PC6771,-0.1346,-0.1355,-0.1595
2017-05-02 14:29:54.460,PC6771,-0.2679,-0.1639,-0.1168
2017-05-02 14:29:54.485,PC6771,-0.1108,-0.1448,-0.1791
2017-05-02 14:29:54.510,PC6771,0.0341,-0.1488,-0.2679
2017-05-02 14:29:54.535,PC6771,-0.1258,-0.066,-0.0268
2017-05-02 14:29:54.560,PC6771,-0.1499,0.0883,0.1774
2017-05-02 14:29:54.585,PC6771,0.1178,0.1707,0.1148
2017-05-02 14:29:54.609,PC6771,0.1776,0.1839,0.1002
2017-05-02 14:29:54.635,PC6771,0.1816,0.2443,-0.0421
2017-05-02 14:29:54.660,PC6771,0.2088,0.2432,0.0793
2017-05-02 14:29:54.685,PC6771,-0.0291,0.0654,0.0973
2017-05-02 14:29:54.710,PC6771,0.023,-0.1176,0.031
2017-05-02 14:29:54.735,PC6771,0.0927,-0.092,0.0083
2017-05-02 14:29:54.760,PC6771,0.0188,-0.0918,-0.1375
2017-05-02 14:29:54.785,PC6771,-0.0337,0.0122,-0.1107
2017-05-02 14:29:54.809,PC6771,0.0201,0.1235,-0.0057
2017-05-02 14:29:54.835,PC6771,-0.0015,0.2573,-0.0731
2017-05-02 14:29:54.860,PC6771,-0.0017,0.3412,0.0609
2017-05-02 14:29:55.063,PC6771,-0.0109,0.2264,0.0712
2017-05-02 14:29:55.064,PC6771,-0.0828,0.0576,-0.0028
2017-05-02 14:29:55.084,PC6771,0.0732,-0.0567,0.1754
2017-05-02 14:29:55.109,PC6771,0.0996,-0.0293,0.0161
2017-05-02 14:29:55.134,PC6771,0.0402,-0.0756,0.0749
2017-05-02 14:29:55.159,PC6771,0.1017,-0.0924,0.092
2017-05-02 14:29:55.184,PC6771,-0.0327,-0.1027,0.0272
2017-05-02 14:29:55.209,PC6771,-0.102,0.0375,-0.0814
2017-05-02 14:29:55.233,PC6771,-0.0425,0.0367,-0.1338
2017-05-02 14:29:55.260,PC6771,0.023,0.0304,-0.0965
2017-05-02 14:29:55.285,PC6771,0.0381,0.0285,-0.0377
2017-05-02 14:29:55.310,PC6771,0.0249,0.0228,0.0221
2017-05-02 14:29:55.335,PC6771,-0.0176,0.0039,0.0262
2017-05-02 14:29:55.360,PC6771,0.0132,0.0283,0.0085
2017-05-02 14:29:55.385,PC6771,0.0675,0.0524,-0.068
2017-05-02 14:29:55.409,PC6771,0.0834,0.0789,-0.1043
2017-05-02 14:29:55.433,PC6771,0.106,0.0832,-0.1278
2017-05-02 14:29:55.459,PC6771,0.0845,0.0678,-0.1466
2017-05-02 14:29:55.484,PC6771,0.0737,0.0707,-0.1708
2017-05-02 14:29:55.510,PC6771,0.0935,0.0947,-0.1685
2017-05-02 14:29:55.539,PC6771,0.0593,0.0812,-0.0791
2017-05-02 14:29:55.559,PC6771,0.0819999999999999,-0.0029,-0.0643
2017-05-02 14:29:55.590,PC6771,0.116,0.027,-0.0519
2017-05-02 14:29:55.611,PC6771,0.0636,-0.0103,-0.0134
