time,pid,x,y,z
2017-05-02 14:29:10.964,PC6771,0.0047,-0.0005,0.0087
2017-05-02 14:29:10.990,PC6771,0.0001,0.0036,0.0053
2017-05-02 14:29:11.014,PC6771,-0.0004,-0.0012,0.0018
2017-05-02 14:29:11.039,PC6771,0.004,-0.001,-0.0063
2017-05-02 14:29:11.064,PC6771,0.0008,-0.0038,-0.005
2017-05-02 14:29:11.089,PC6771,-0.0005,-0.0048,-0.0014
2017-05-02 14:29:11.113,PC6771,0.0,-0.0007,0.0038
2017-05-02 14:29:11.140,PC6771,0.0001,0.0045,-0.0008
2017-05-02 14:29:11.164,PC6771,-0.0005,0.004,0.0016
2017-05-02 14:29:11.189,PC6771,0.003,0.0045,0.0042
2017-05-02 14:29:11.214,PC6771,0.0088,0.0026,0.0065
2017-05-02 14:29:11.239,PC6771,0.0018,0.0027,0.0045
2017-05-02 14:29:11.265,PC6771,0.0006,0.0038,-0.0065
2017-05-02 14:29:11.291,PC6771,0.0004,0.0024,-0.0016
2017-05-02 14:29:11.313,PC6771,0.0005,-0.002,0.0012
2017-05-02 14:29:11.339,PC6771,-0.001,0.0014,0.012
2017-05-02 14:29:11.364,PC6771,0.0032,-0.0008,0.0036
2017-05-02 14:29:11.389,PC6771,-0.0033,0.0054,0.0039
2017-05-02 14:29:11.414,PC6771,-0.0042,0.001,-0.0055
2017-05-02 14:29:11.439,PC6771,-0.0004,0.0011,-0.0053
2017-05-02 14:29:11.464,PC6771,-0.0012,-0.0036,-0.0023
2017-05-02 14:29:11.489,PC6771,0.0026,0.001,0.0063
2017-05-02 14:29:11.513,PC6771,0.0034,-0.0014,0.0069
2017-05-02 14:29:11.539,PC6771,-0.0035,0.0013,0.0041
2017-05-02 14:29:11.564,PC6771,0.0047,-0.0027,0.0047
2017-05-02 14:29:11.589,PC6771,0.003,0.0015,-0.0011
2017-05-02 14:29:11.613,PC6771,0.0065,0.0025,-0.0052
2017-05-02 14:29:11.639,PC6771,0.0017,0.0004,-0.0015
2017-05-02 14:29:11.663,PC6771,0.0018,0.001,0.0014
2017-05-02 14:29:11.689,PC6771,0.0014,-0.0008,0.0001
2017-05-02 14:29:11.716,PC6771,-0.0016,0.0014,0.0025
2017-05-02 14:29:11.737,PC6771,0.0007,0.0005,0.0039
2017-05-02 14:29:11.764,PC6771,0.0015,-0.0009,0.0051
2017-05-02 14:29:11.789,PC6771,-0.0034,-0.0008,-0.0015
2017-05-02 14:29:11.814,PC6771,-0.003,-0.0032,-0.0068
2017-05-02 14:29:11.839,PC6771,0.0007,-0.0022,-0.0048
2017-05-02 14:29:11.865,PC6771,0.0001,0.0017,0.0034
2017-05-02 14:29:11.889,PC6771,0.0012,0.0046,0.0118
2017-05-02 14:29:11.913,PC6771,0.0002,0.0003,0.0043
2017-05-02 14:29:11.937,PC6771,-0.0,0.0013,0.0077
2017-05-02 14:29:11.963,PC6771,0.0056,-0.0001,-0.0037
2017-05-02 14:29:11.989,PC6771,0.0068,0.0001,-0.0043
2017-05-02 14:29:12.015,PC6771,0.0036,-0.0028,-0.0056
2017-05-02 14:29:12.038,PC6771,0.0006,0.0018,-0.0002
2017-05-02 14:29:12.063,PC6771,-0.0009,-0.0027,0.0038
2017-05-02 14:29:12.088,PC6771,-0.0043,0.0005,0.0075
2017-05-02 14:29:12.113,PC6771,-0.004,-0.0009,0.0018
2017-05-02 14:29:12.137,PC6771,-0.005,0.0036,0.0062
2017-05-02 14:29:12.165,PC6771,-0.0009,-0.0018,-0.0033
2017-05-02 14:29:12.188,PC6771,-0.0067,-0.0002,-0.0017
2017-05-02 14:29:12.213,PC6771,0.0009,-0.0033,0.0022
2017-05-02 14:29:12.238,PC6771,0.0032,0.0007,0.0065
2017-05-02 14:29:12.263,PC6771,0.0018,0.0025,0.0081
2017-05-02 14:29:12.288,PC6771,0.001,-0.0016,0.0009
2017-05-02 14:29:12.313,PC6771,0.0068,0.002,0.0018
2017-05-02 14:29:12.337,PC6771,0.0105,0.0008,-0.001
2017-05-02 14:29:12.363,PC6771,0.0027,0.0055,-0.0045
2017-05-02 14:29:12.388,PC6771,0.0017,0.0032,-0.0002
2017-05-02 14:29:12.413,PC6771,-0.0048,0.0015,0.0071
2017-05-02 14:29:12.439,PC6771,-0.0084,-0.0018,0.0042
2017-05-02 14:29:12.463,PC6771,-0.0086,-0.0026,-0.0008
2017-05-02 14:29:12.488,PC6771,-0.0085,-0.0033,0.0039
2017-05-02 14:29:12.513,PC6771,-0.0033,-0.0045,-0.0012
2017-05-02 14:29:12.537,PC6771,-0.0018,-0.0015,0.0031
2017-05-02 14:29:12.563,PC6771,-0.0,-0.0015,0.0015
2017-05-02 14:29:12.588,PC6771,0.0038,-0.002,-0.0005
2017-05-02 14:29:12.613,PC6771,0.0073,0.0065,-0.0031
2017-05-02 14:29:12.638,PC6771,0.0087,0.0044,0.0003
2017-05-02 14:29:12.663,PC6771,0.01,0.0078,0.0105
2017-05-02 14:29:12.688,PC6771,0.0042,0.005,0.0081
2017-05-02 14:29:12.713,PC6771,0.0049,0.0045,0.0121
2017-05-02 14:29:12.740,PC6771,0.0062,0.0031,0.0028
2017-05-02 14:29:12.763,PC6771,0.0046,0.001,0.0027
2017-05-02 14:29:12.788,PC6771,0.0026,0.0015,-0.0019
2017-05-02 14:29:12.813,PC6771,0.0002,-0.004,-0.0075
2017-05-02 14:29:12.838,PC6771,-0.0038,-0.0049,-0.0032
2017-05-02 14:29:12.863,PC6771,-0.0008,-0.0032,0.0038
2017-05-02 14:29:12.889,PC6771,-0.0007,0.0005,0.0062
2017-05-02 14:29:12.913,PC6771,-0.0086,0.002,0.0055
2017-05-02 14:29:12.937,PC6771,-0.0042,-0.0004,-0.0014
2017-05-02 14:29:12.963,PC6771,0.0008,0.0007,0.0069
2017-05-02 14:29:12.988,PC6771,0.0018,-0.0031,0.0014
2017-05-02 14:29:13.012,PC6771,0.0013,0.0028,0.008
2017-05-02 14:29:13.037,PC6771,0.0074,0.0007,0.0006
2017-05-02 14:29:13.062,PC6771,0.0034,0.0011,0.0023
2017-05-02 14:29:13.088,PC6771,0.0082,-0.0003,-0.0044
2017-05-02 14:29:13.112,PC6771,0.0053,-0.0018,-0.0005
2017-05-02 14:29:13.137,PC6771,0.0045,-0.0046,-0.0119
2017-05-02 14:29:13.161,PC6771,0.0005,-0.0036,-0.0029
2017-05-02 14:29:13.188,PC6771,-0.0064,-0.0039,-0.0017
2017-05-02 14:29:13.213,PC6771,-0.0071,-0.003,0.0022
2017-05-02 14:29:13.238,PC6771,-0.0059,0.0007,0.0121
2017-05-02 14:29:13.262,PC6771,-0.0015,0.0041,0.0134
2017-05-02 14:29:13.287,PC6771,0.0014,0.0068,0.014
2017-05-02 14:29:13.312,PC6771,0.0021,0.0014,-0.0038
2017-05-02 14:29:13.337,PC6771,0.0035,0.0055,-0.0073
2017-05-02 14:29:13.361,PC6771,0.0086,0.0008,-0.0076
2017-05-02 14:29:13.387,PC6771,0.0043,-0.0017,0.0056
2017-05-02 14:29:13.412,PC6771,0.0009,0.0003,0.0047
2017-05-02 14:29:13.437,PC6771,-0.0049,0.0035,0.005
2017-05-02 14:29:13.462,PC6771,-0.0041,-0.0003,0.0006
2017-05-02 14:29:13.487,PC6771,-0.0035,-0.001,0.0031
2017-05-02 14:29:13.512,PC6771,-0.0024,0.0004,0.0085
2017-05-02 14:29:13.537,PC6771,-0.0016,-0.0028,0.0022
2017-05-02 14:29:13.561,PC6771,-0.0013,0.0027,-0.0001
2017-05-02 14:29:13.587,PC6771,-0.0005,0.0017,-0.003
2017-05-02 14:29:13.612,PC6771,0.0026,0.0044,0.0027
2017-05-02 14:29:13.637,PC6771,0.0054,0.0009,0.0059
2017-05-02 14:29:13.663,PC6771,-0.0005,0.0064,0.0069999999999999
2017-05-02 14:29:13.687,PC6771,0.0003,0.0002,0.0053
2017-05-02 14:29:13.712,PC6771,-0.0042,0.0042,0.0076
2017-05-02 14:29:13.737,PC6771,0.0014,0.0029,0.0071
2017-05-02 14:29:13.764,PC6771,-0.0037,0.0025,-0.0011
