time,pid,x,y,z
2017-05-02 14:31:08.129,PC6771,-0.18,-0.2783,0.1695
2017-05-02 14:31:08.155,PC6771,-0.1774,-0.1154,0.1812
2017-05-02 14:31:08.180,PC6771,-0.1952,0.0831,0.2151
2017-05-02 14:31:08.205,PC6771,-0.2169,0.2488,0.1605
2017-05-02 14:31:08.230,PC6771,-0.178,0.2418,0.1717
2017-05-02 14:31:08.255,PC6771,0.048,0.2114,0.0719
2017-05-02 14:31:08.280,PC6771,0.225,0.1953,0.1292
2017-05-02 14:31:08.305,PC6771,0.3959,0.2485,0.1031
2017-05-02 14:31:08.329,PC6771,0.4119,0.2319,0.1413
2017-05-02 14:31:08.355,PC6771,0.4452,0.2212,0.1212
2017-05-02 14:31:08.380,PC6771,0.5557,0.3166,-0.0867
2017-05-02 14:31:08.405,PC6771,0.4674,0.4976,-0.1439
2017-05-02 14:31:08.430,PC6771,0.2795,0.4326,-0.0941
2017-05-02 14:31:08.455,PC6771,-0.0517,0.3806,-0.1242
2017-05-02 14:31:08.480,PC6771,-0.2947,0.3845,-0.2857
2017-05-02 14:31:08.504,PC6771,-0.4558,0.4137,-0.408
2017-05-02 14:31:08.529,PC6771,-0.5099,0.3941,-0.2867
2017-05-02 14:31:08.553,PC6771,-0.4538,0.27,-0.0131
2017-05-02 14:31:08.580,PC6771,-0.406,0.1748,0.1538
2017-05-02 14:31:08.604,PC6771,-0.4207,0.1293,0.2856
2017-05-02 14:31:08.630,PC6771,-0.4091,0.1692,0.2433
2017-05-02 14:31:08.654,PC6771,-0.2689,0.2295,0.1906
2017-05-02 14:31:08.681,PC6771,-0.1524,0.2159,0.2188
2017-05-02 14:31:08.705,PC6771,0.0193,0.1394,0.2512
2017-05-02 14:31:08.729,PC6771,0.1657,0.0938,0.2408
2017-05-02 14:31:08.753,PC6771,0.378,0.0279,0.2389
2017-05-02 14:31:08.779,PC6771,0.6053,-0.068,0.1333
2017-05-02 14:31:08.804,PC6771,0.5435,-0.2033,-0.0103
2017-05-02 14:31:08.829,PC6771,0.6274,-0.1901,-0.4527
2017-05-02 14:31:08.854,PC6771,0.5348,-0.1096,-0.7433
2017-05-02 14:31:08.879,PC6771,0.0747,-0.0448,-0.8366
2017-05-02 14:31:08.904,PC6771,-0.269,-0.2986,-0.8604
2017-05-02 14:31:08.929,PC6771,-0.3416,-0.5797,-0.8019
2017-05-02 14:31:08.953,PC6771,-0.1419,-0.4886,-0.7047
2017-05-02 14:31:08.979,PC6771,0.2231,-0.0764,-0.6162
2017-05-02 14:31:09.004,PC6771,0.1939,0.0186,-0.3186
2017-05-02 14:31:09.029,PC6771,0.0113,-0.0287,-0.0646
2017-05-02 14:31:09.054,PC6771,-0.0877,0.0104,0.0137
2017-05-02 14:31:09.079,PC6771,-0.1415,0.1744,0.0782
2017-05-02 14:31:09.107,PC6771,-0.1404,0.2777,0.1115
2017-05-02 14:31:09.129,PC6771,-0.1757,0.2543,0.1652
2017-05-02 14:31:09.153,PC6771,-0.1396,0.3028,0.197
2017-05-02 14:31:09.179,PC6771,-0.0467,0.3395,0.2251
2017-05-02 14:31:09.204,PC6771,0.0564,0.4834,0.2037
2017-05-02 14:31:09.229,PC6771,0.2282,0.6198,0.1258
2017-05-02 14:31:09.254,PC6771,0.3079,0.6361,0.1652
2017-05-02 14:31:09.279,PC6771,0.3719,0.6814,0.2815
2017-05-02 14:31:09.304,PC6771,0.2949,0.5569,0.3145
2017-05-02 14:31:09.329,PC6771,0.3229999999999999,0.4787,0.234
2017-05-02 14:31:09.353,PC6771,0.2352,0.6299,0.0554
2017-05-02 14:31:09.379,PC6771,0.0496,0.6431,-0.1414
2017-05-02 14:31:09.403,PC6771,-0.0173,0.4905,-0.2562
2017-05-02 14:31:09.429,PC6771,0.0375,0.3049,-0.3612
2017-05-02 14:31:09.454,PC6771,-0.0283,0.3503,-0.4643
2017-05-02 14:31:09.479,PC6771,-0.2385,0.3978,-0.475
2017-05-02 14:31:09.504,PC6771,-0.3288,0.3018,-0.3776
2017-05-02 14:31:09.535,PC6771,-0.3743,0.029,-0.1696
2017-05-02 14:31:09.553,PC6771,-0.3504,-0.1186,-0.1018
2017-05-02 14:31:09.579,PC6771,-0.3573,-0.1909,-0.0719
2017-05-02 14:31:09.604,PC6771,-0.3416,-0.1868,-0.1221
2017-05-02 14:31:09.629,PC6771,-0.2889,-0.1317,-0.0834
2017-05-02 14:31:09.653,PC6771,-0.1502,-0.1003,-0.1037
2017-05-02 14:31:09.679,PC6771,-0.0,-0.1135,-0.0866
2017-05-02 14:31:09.704,PC6771,0.1452,-0.2058,-0.0689
2017-05-02 14:31:09.729,PC6771,0.46,-0.211,-0.1099
2017-05-02 14:31:09.753,PC6771,0.5124,-0.2522,-0.3397
2017-05-02 14:31:09.779,PC6771,0.4091,-0.3262,-0.4903
2017-05-02 14:31:09.804,PC6771,0.326,-0.3382,-0.7447
2017-05-02 14:31:09.829,PC6771,0.2311,-0.3066,-0.9546
2017-05-02 14:31:09.853,PC6771,0.0697,-0.4227,-0.8897
2017-05-02 14:31:09.879,PC6771,0.03,-0.5034,-0.8947
2017-05-02 14:31:09.903,PC6771,0.1112,-0.3163,-0.7853
2017-05-02 14:31:09.929,PC6771,0.1641,-0.1592,-0.6241
2017-05-02 14:31:09.953,PC6771,0.242,-0.0663,-0.4537
2017-05-02 14:31:09.979,PC6771,0.2463,-0.1696,-0.271
2017-05-02 14:31:10.003,PC6771,0.1105,-0.2581,-0.1162
2017-05-02 14:31:10.028,PC6771,0.0121,-0.1528,-0.0486
2017-05-02 14:31:10.053,PC6771,-0.0462,0.0024,0.1094
2017-05-02 14:31:10.080,PC6771,-0.0125,0.1994,0.114
2017-05-02 14:31:10.103,PC6771,-0.1367,-0.0464,0.2073
2017-05-02 14:31:10.131,PC6771,-0.123,0.0317,0.1592
2017-05-02 14:31:10.153,PC6771,-0.1184,0.1777,0.132
2017-05-02 14:31:10.179,PC6771,-0.0925,0.2424,0.148
2017-05-02 14:31:10.203,PC6771,0.0508,0.2952,0.182
2017-05-02 14:31:10.229,PC6771,0.117,0.3177,0.1959
2017-05-02 14:31:10.253,PC6771,0.0531,0.315,0.2422
2017-05-02 14:31:10.278,PC6771,-0.0036,0.307,0.1944
2017-05-02 14:31:10.303,PC6771,-0.1006,0.3899,0.0526
2017-05-02 14:31:10.328,PC6771,-0.1429,0.4537,0.0683
2017-05-02 14:31:10.353,PC6771,-0.1662,0.1398,0.0895
2017-05-02 14:31:10.377,PC6771,-0.1283,-0.0154,-0.0269
2017-05-02 14:31:10.403,PC6771,-0.2722,0.085,-0.2126
2017-05-02 14:31:10.428,PC6771,-0.3786,0.2832,-0.1703
2017-05-02 14:31:10.453,PC6771,-0.3539,0.2436,-0.1362
2017-05-02 14:31:10.478,PC6771,-0.3086,0.1109,-0.1211
