time,pid,x,y,z
2017-05-02 14:31:20.620,PC6771,0.0055,0.0142,0.0248
2017-05-02 14:31:20.645,PC6771,0.008,0.0262,0.0327
2017-05-02 14:31:20.670,PC6771,0.0076,0.0138,0.0254
2017-05-02 14:31:20.695,PC6771,-0.0076,0.0007,0.0051
2017-05-02 14:31:20.720,PC6771,0.008,-0.009,-0.0037
2017-05-02 14:31:20.745,PC6771,0.0034,-0.0068,-0.0053
2017-05-02 14:31:20.769,PC6771,0.0035,-0.0093,0.0009
2017-05-02 14:31:20.795,PC6771,0.0032,-0.0061,0.0091
2017-05-02 14:31:20.820,PC6771,0.01,-0.0115,-0.0016
2017-05-02 14:31:20.845,PC6771,-0.006,0.0051,0.0093
2017-05-02 14:31:20.870,PC6771,0.0025,-0.0017,0.0208
2017-05-02 14:31:20.895,PC6771,-0.0022,0.0098,-0.0059
2017-05-02 14:31:20.920,PC6771,-0.0106,0.0098,0.0062
2017-05-02 14:31:20.945,PC6771,-0.0027,0.0067,0.0032
2017-05-02 14:31:20.969,PC6771,-0.0052,0.0082,-0.0031
2017-05-02 14:31:20.995,PC6771,-0.0025,0.002,0.0145
2017-05-02 14:31:21.020,PC6771,0.0043,-0.0007,-0.0007
2017-05-02 14:31:21.044,PC6771,-0.0042,-0.0204,-0.0176
2017-05-02 14:31:21.071,PC6771,-0.005,-0.0176,-0.0214
2017-05-02 14:31:21.095,PC6771,0.0,-0.0042,0.0029
2017-05-02 14:31:21.119,PC6771,0.0051,-0.0022,0.0169
2017-05-02 14:31:21.145,PC6771,0.0126,-0.0035,-0.0028
2017-05-02 14:31:21.169,PC6771,0.0031,0.0012,0.0099
2017-05-02 14:31:21.193,PC6771,0.0028,0.014,0.0225
2017-05-02 14:31:21.220,PC6771,0.0002,0.0125,0.0111
2017-05-02 14:31:21.244,PC6771,0.005,0.0046,0.0051
2017-05-02 14:31:21.269,PC6771,-0.0051,0.0082,-0.0041
2017-05-02 14:31:21.294,PC6771,-0.0069,-0.0026,-0.0097
2017-05-02 14:31:21.319,PC6771,0.0023,-0.0049,-0.0273
2017-05-02 14:31:21.344,PC6771,0.0037,-0.0004,-0.0041
2017-05-02 14:31:21.369,PC6771,0.0117,-0.0025,0.0042
2017-05-02 14:31:21.393,PC6771,0.0135,-0.0027,-0.0182
2017-05-02 14:31:21.419,PC6771,0.0161,-0.0113,-0.0309
2017-05-02 14:31:21.444,PC6771,0.0295,-0.023,-0.055
2017-05-02 14:31:21.469,PC6771,0.028,-0.0197,-0.0782
2017-05-02 14:31:21.494,PC6771,0.0375,-0.0416,-0.0962
2017-05-02 14:31:21.520,PC6771,0.0481,-0.0343,-0.1684
2017-05-02 14:31:21.545,PC6771,0.0323,-0.0166,-0.1436
2017-05-02 14:31:21.569,PC6771,0.1015,-0.0066,-0.1436
2017-05-02 14:31:21.593,PC6771,0.1391,0.0312,-0.1284
2017-05-02 14:31:21.620,PC6771,0.1584,0.0361,-0.1212
2017-05-02 14:31:21.644,PC6771,0.1211,0.0294,-0.1098
2017-05-02 14:31:21.669,PC6771,0.1095,0.0106,-0.1118
2017-05-02 14:31:21.694,PC6771,0.0656,-0.0034,-0.144
2017-05-02 14:31:21.719,PC6771,0.1298,-0.0331,-0.1304
2017-05-02 14:31:21.744,PC6771,0.1386,-0.0032,-0.1216
2017-05-02 14:31:21.769,PC6771,0.121,0.002,-0.0758
2017-05-02 14:31:21.793,PC6771,0.1055,0.027,-0.0812
2017-05-02 14:31:21.819,PC6771,0.1072,0.0583,-0.0311
2017-05-02 14:31:21.844,PC6771,0.053,0.035,-0.0069
2017-05-02 14:31:21.869,PC6771,0.0919,0.0507,0.01
2017-05-02 14:31:21.894,PC6771,0.0283,0.0615,0.0463
2017-05-02 14:31:21.919,PC6771,0.038,0.1065,0.0643
2017-05-02 14:31:21.944,PC6771,0.0304,0.0985,0.0005
2017-05-02 14:31:21.969,PC6771,0.0443,0.0261,0.1243
2017-05-02 14:31:21.993,PC6771,0.0421,0.038,0.1567
2017-05-02 14:31:22.019,PC6771,-0.0247,0.0676,0.1429
2017-05-02 14:31:22.044,PC6771,-0.0627,0.0601,0.1398
2017-05-02 14:31:22.069,PC6771,-0.0618,-0.0131,0.1459
2017-05-02 14:31:22.094,PC6771,-0.0493,-0.011,0.1054
2017-05-02 14:31:22.119,PC6771,-0.0557,0.0011,0.0632
2017-05-02 14:31:22.144,PC6771,-0.0561,0.0226,0.0679
2017-05-02 14:31:22.169,PC6771,-0.092,-0.0339,0.1252
2017-05-02 14:31:22.193,PC6771,-0.0866,-0.0412,0.1373
2017-05-02 14:31:22.219,PC6771,-0.107,-0.0278,0.1867
2017-05-02 14:31:22.244,PC6771,-0.0899,-0.0383,0.0816
2017-05-02 14:31:22.269,PC6771,-0.0566,-0.0354,0.0408
2017-05-02 14:31:22.293,PC6771,0.0233,-0.0015,0.0202
2017-05-02 14:31:22.319,PC6771,0.0729,-0.0422,-0.0982
2017-05-02 14:31:22.344,PC6771,0.0643,-0.1074,0.0864
2017-05-02 14:31:22.369,PC6771,0.1094,-0.0503,0.1899
2017-05-02 14:31:22.393,PC6771,0.1216,0.0134,0.1693
2017-05-02 14:31:22.419,PC6771,0.0568,-0.1491,0.0289
2017-05-02 14:31:22.444,PC6771,0.1227,-0.0704,0.109
2017-05-02 14:31:22.468,PC6771,0.1,-0.0783,0.0304
2017-05-02 14:31:22.495,PC6771,0.0254,-0.1672,-0.0042
2017-05-02 14:31:22.519,PC6771,-0.1458,-0.2305,-0.0246
2017-05-02 14:31:22.544,PC6771,-0.1152,-0.4433,-0.0643
2017-05-02 14:31:22.568,PC6771,0.1289,-0.1991,-0.2588
2017-05-02 14:31:22.593,PC6771,0.198,-0.0232,0.0196
2017-05-02 14:31:22.617,PC6771,0.1577,-0.0402,-0.012
2017-05-02 14:31:22.643,PC6771,0.1888,0.0257,-0.0828
2017-05-02 14:31:22.668,PC6771,0.2096,0.0348,-0.1107
2017-05-02 14:31:22.693,PC6771,0.1089,0.1037,-0.1015
2017-05-02 14:31:22.718,PC6771,0.0775,0.1554,-0.2321
2017-05-02 14:31:22.744,PC6771,0.0541,0.1499,-0.2388
2017-05-02 14:31:22.768,PC6771,0.0268,0.1816,-0.1804
2017-05-02 14:31:22.793,PC6771,-0.0494,0.1256,-0.0282
2017-05-02 14:31:22.819,PC6771,-0.048,0.1573,0.0339
