time,pid,x,y,z
2017-05-02 14:30:30.558,PC6771,-0.1386,-0.2089,-0.0134
2017-05-02 14:30:30.583,PC6771,-0.1261,-0.061,-0.024
2017-05-02 14:30:30.608,PC6771,-0.0939,0.0921,0.001
2017-05-02 14:30:30.633,PC6771,-0.0159,0.2382,0.0334
2017-05-02 14:30:30.657,PC6771,0.0233,0.2765,0.0712
2017-05-02 14:30:30.684,PC6771,0.0702,0.2276,0.1512
2017-05-02 14:30:30.708,PC6771,0.0698,0.1724,0.1853
2017-05-02 14:30:30.733,PC6771,0.0248,0.0982,0.1522
2017-05-02 14:30:30.758,PC6771,-0.0531,0.0845,0.0715
2017-05-02 14:30:30.783,PC6771,-0.1633,0.1833,-0.0275
2017-05-02 14:30:30.808,PC6771,-0.2086,0.2728,-0.0839
2017-05-02 14:30:30.833,PC6771,-0.2421,0.3352,-0.1045
2017-05-02 14:30:30.857,PC6771,-0.2353,0.3424,-0.1016
2017-05-02 14:30:30.883,PC6771,-0.1992,0.2836,-0.0928
2017-05-02 14:30:30.908,PC6771,-0.1601,0.2461,-0.0635
2017-05-02 14:30:30.933,PC6771,-0.1211,0.2308,-0.0339
2017-05-02 14:30:30.964,PC6771,-0.1282,0.2422,-0.0326
2017-05-02 14:30:30.983,PC6771,-0.1491,0.2473,-0.0267
2017-05-02 14:30:31.008,PC6771,-0.1525,0.2486,-0.0388
2017-05-02 14:30:31.033,PC6771,-0.1297,0.2314,-0.0548
2017-05-02 14:30:31.057,PC6771,-0.0862,0.1919,-0.0339
2017-05-02 14:30:31.083,PC6771,-0.0398,0.1358,-0.0198
2017-05-02 14:30:31.108,PC6771,-0.009,0.09,-0.0145
2017-05-02 14:30:31.134,PC6771,0.0234,0.0405,-0.0083
2017-05-02 14:30:31.158,PC6771,0.044,0.0032,-0.0058
2017-05-02 14:30:31.183,PC6771,0.0542,-0.0214,-0.0032
2017-05-02 14:30:31.208,PC6771,0.0552,-0.0363,0.0187
2017-05-02 14:30:31.233,PC6771,0.0604,-0.0362,0.0419
2017-05-02 14:30:31.257,PC6771,0.0688,-0.0344,0.0498
2017-05-02 14:30:31.283,PC6771,0.0743,-0.0355,0.0563
2017-05-02 14:30:31.308,PC6771,0.0674,-0.0483,0.0526
2017-05-02 14:30:31.333,PC6771,0.0481,-0.0539,0.0449
2017-05-02 14:30:31.358,PC6771,0.0332,-0.0591,0.0306
2017-05-02 14:30:31.383,PC6771,0.0167,-0.0524,0.0078
2017-05-02 14:30:31.408,PC6771,0.0099,-0.0422,-0.0058
2017-05-02 14:30:31.433,PC6771,-0.0008,-0.0299,-0.0164
2017-05-02 14:30:31.457,PC6771,-0.0012,-0.0106,-0.0152
2017-05-02 14:30:31.483,PC6771,0.0037,0.0095,-0.0158
2017-05-02 14:30:31.508,PC6771,0.0076,0.024,-0.0243
2017-05-02 14:30:31.533,PC6771,0.0056,0.0323,-0.0371
2017-05-02 14:30:31.561,PC6771,0.0019,0.0216,-0.0574
2017-05-02 14:30:31.583,PC6771,0.0029,0.0132,-0.0598
2017-05-02 14:30:31.608,PC6771,-0.0125,-0.0195,-0.0447
2017-05-02 14:30:31.633,PC6771,-0.0237,-0.0386,-0.0323
2017-05-02 14:30:31.657,PC6771,-0.0298,-0.0435,0.0013
2017-05-02 14:30:31.681,PC6771,-0.0189,-0.0335,0.0352
2017-05-02 14:30:31.708,PC6771,-0.0016,-0.0161,0.069
2017-05-02 14:30:31.732,PC6771,0.0146,-0.0056,0.0875
2017-05-02 14:30:31.758,PC6771,0.0369,0.002,0.1177
2017-05-02 14:30:31.782,PC6771,0.0493,-0.0024,0.1351
2017-05-02 14:30:31.808,PC6771,0.054,-0.0255,0.1384
2017-05-02 14:30:31.832,PC6771,0.058,-0.043,0.1257
2017-05-02 14:30:31.857,PC6771,0.0618,-0.0506,0.0945
2017-05-02 14:30:31.881,PC6771,0.0558,-0.0457,0.0662
2017-05-02 14:30:31.908,PC6771,0.048,-0.0452,0.0423
2017-05-02 14:30:31.932,PC6771,0.0337,-0.0491,0.0195
2017-05-02 14:30:31.957,PC6771,0.0264,-0.0561,-0.0089
2017-05-02 14:30:31.987,PC6771,0.0188,-0.0609,-0.0292
2017-05-02 14:30:32.007,PC6771,0.0153,-0.048,-0.0398
2017-05-02 14:30:32.032,PC6771,0.0178,-0.0311,-0.0442
2017-05-02 14:30:32.057,PC6771,0.0238,-0.0055,-0.0337
2017-05-02 14:30:32.081,PC6771,0.0253,0.0027,-0.0244
2017-05-02 14:30:32.107,PC6771,0.0318,-0.0434,-0.0576
2017-05-02 14:30:32.132,PC6771,0.0248,0.0301,-0.1085
2017-05-02 14:30:32.158,PC6771,0.0514,0.1121,-0.0838
2017-05-02 14:30:32.182,PC6771,0.0346,0.0559,-0.0244
2017-05-02 14:30:32.207,PC6771,0.0183,-0.0649,-0.0798
2017-05-02 14:30:32.232,PC6771,-0.028,-0.3005,-0.0649
2017-05-02 14:30:32.257,PC6771,-0.0102,-0.0534,-0.1387
2017-05-02 14:30:32.281,PC6771,-0.0345,0.1325,-0.052
2017-05-02 14:30:32.307,PC6771,-0.0291,0.1525,-0.0147
2017-05-02 14:30:32.332,PC6771,-0.0159,0.0708,-0.081
2017-05-02 14:30:32.357,PC6771,-0.0473,0.053,-0.0495
2017-05-02 14:30:32.382,PC6771,-0.0571,0.0465,-0.006
2017-05-02 14:30:32.407,PC6771,-0.0125,0.0113,-0.0321
2017-05-02 14:30:32.432,PC6771,0.0544,0.0529,-0.0003
2017-05-02 14:30:32.457,PC6771,0.017,0.0265,-0.0226
2017-05-02 14:30:32.481,PC6771,-0.0046,0.0402,-0.0474
